croplands_to_croplands,croplands_to_forests_mangroves,croplands_to_forests_primary,croplands_to_forests_secondary,croplands_to_grasslands,croplands_to_other,croplands_to_settlements,croplands_to_wetlands,forests_mangroves_to_croplands,forests_mangroves_to_forests_mangroves,forests_mangroves_to_forests_primary,forests_mangroves_to_forests_secondary,forests_mangroves_to_grasslands,forests_mangroves_to_other,forests_mangroves_to_settlements,forests_mangroves_to_wetlands,forests_primary_to_croplands,forests_primary_to_forests_mangroves,forests_primary_to_forests_primary,forests_primary_to_forests_secondary,forests_primary_to_grasslands,forests_primary_to_other,forests_primary_to_settlements,forests_primary_to_wetlands,forests_secondary_to_croplands,forests_secondary_to_forests_mangroves,forests_secondary_to_forests_primary,forests_secondary_to_forests_secondary,forests_secondary_to_grasslands,forests_secondary_to_other,forests_secondary_to_settlements,forests_secondary_to_wetlands,grasslands_to_croplands,grasslands_to_forests_mangroves,grasslands_to_forests_primary,grasslands_to_forests_secondary,grasslands_to_grasslands,grasslands_to_other,grasslands_to_settlements,grasslands_to_wetlands,other_to_croplands,other_to_forests_mangroves,other_to_forests_primary,other_to_forests_secondary,other_to_grasslands,other_to_other,other_to_settlements,other_to_wetlands,settlements_to_croplands,settlements_to_forests_mangroves,settlements_to_forests_primary,settlements_to_forests_secondary,settlements_to_grasslands,settlements_to_other,settlements_to_settlements,settlements_to_wetlands,wetlands_to_croplands,wetlands_to_forests_mangroves,wetlands_to_forests_primary,wetlands_to_forests_secondary,wetlands_to_grasslands,wetlands_to_other,wetlands_to_settlements,wetlands_to_wetlands,year,country,optimization_bound
0.998,0.0,0.0,0.0003127579901213537,0.0,0.001687242009879097,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011156722138002718,0.0,0.9888432778619973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.017705321051760557,0.0,0.0,0.0,0.9822946789482394,0.0,0.0,0.0,0.014614921691258543,0.0,0.0,0.0,0.0,0.9853850783087414,0.0,0.0,0.007258902412607299,0.0,0.0,0.0,0.0,0.0,0.9927410975873927,0.0,0.0035589694675728298,0.0,0.0,0.0,0.0,0.0,0.0,0.9964410305324272,2009,argentina,max_diagonal
0.998,0.0,0.0,0.000502524158336129,0.0,0.0,5.778934910220947e-05,0.001439686492561608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00837151617459604,0.0,0.9916284838254039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.005253048193544222,0.0,0.0,0.0,0.9819755502791503,0.012637986591053316,0.00013341493625218125,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,1.0,0.0,1.3552527156068805e-20,-2.455066157790077e-18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,argentina,max_diagonal
0.998,0.0,0.0,0.0,0.0,0.0020000000000002962,0.0,8.673617379884035e-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008442190105614245,0.0,0.9915578098943858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00971682271019782,0.0,0.0,0.00022872640237875716,0.9816447062091049,0.007594238218522846,0.00015212644530902854,0.0006633800144865518,0.0,0.0,0.0,0.0,3.469446951953614e-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011,argentina,max_diagonal
0.9665373483893809,0.0,0.0,0.0004852530124061418,0.016688364336605224,0.010485253012406142,0.0007322094558543513,0.005071571793347455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991412820694042,0.0,0.0,0.008587179305957988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9727792744850559,0.02722072551494412,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013,argentina,max_diagonal
0.965378832316847,0.0,0.0,0.000502053038317401,0.017218639288370342,0.010502053038317402,0.0006371573325611437,0.005761264985586973,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9913384423453929,0.0,0.0,0.008661557654607029,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9722734125337003,0.027726587466299815,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,0.0,1.0,0.0,-1.0856101281611674e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014,argentina,max_diagonal
0.9641372210326338,0.0,-3.469446951953614e-18,0.0007960072277456288,0.016961774888247037,0.010796007227745628,0.0005663367807837589,0.006742652842843793,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957931827987918,0.0,0.0,0.004206817201208163,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9721391850135861,0.027860814986413858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015,argentina,max_diagonal
0.9628032419192825,0.0,0.0,0.0007980955788257011,0.022165713981578117,0.010798095578825702,0.0006870469238782573,0.0027478060176100248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9949449359090088,0.0,0.0,0.0050550640909912195,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9694410391958154,0.03055896080418466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016,argentina,max_diagonal
0.9632944413161106,0.0,-3.469446951953614e-18,0.000886096573092961,0.024238107577722143,0.010886096573092962,0.000695257959981568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9949555434585374,0.0,0.0,0.005044456541462537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9682449197123337,0.0317550802876663,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,1.0129754201933544e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040284616045681634,0.0,0.9995971538395432,2017,argentina,max_diagonal
0.9858472240180142,0.15452848371332203,0.269553681927725,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.040000000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.04000000000000005,0.040000000000000036,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.040000000000000036,0.0,0.0,0.96,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.99,0.0,3.469446951953614e-18,0.0,0.03404099895294655,0.0,0.00032751598220073043,0.0,0.000527402435087157,0.9651040826297655,2009,bahamas,max_diagonal
0.9088648817370163,0.21605855134958876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.04000000000000004,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.9648305577190882,0.0,0.0001961322716039699,0.0,0.00032884571012651377,0.03464446429918133,0.040000000000000036,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.011020398115890718,0.028979601884109318,0.0,0.0,0.96,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,0.0,0.0,0.96,2010,bahamas,max_diagonal
0.9980000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.001999999999997822,-2.710505431213761e-20,0.9806476883818739,0.0,0.0,0.0,0.0,0.0,0.019352311618126092,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.336808689942018e-18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.204170427930421e-18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00026879687473221843,3.469446951953614e-18,0.0,0.0,0.0,0.9611220800417601,0.0,0.03860912308350767,0.0007346811928140747,0.0,0.0,0.0,0.0,0.0,0.9992653188071859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011,bahamas,max_diagonal
0.9979999999999999,0.0,0.0,0.0,0.0,0.0,0.0014349086820193034,0.0005650913179768222,0.00029644247458172554,0.9970100936418693,1.1275702593849246e-17,0.0,0.0,0.0,0.0,0.0026934638835489043,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.667843360785852e-18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.421010862427522e-20,0.0,0.0,0.0,0.0,0.9840215757663456,0.0,0.015978424233654375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012,bahamas,max_diagonal
0.9845254220270676,0.06920043300577498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.04000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9670422335542365,0.0,0.00019613227160396988,0.0,0.00017837897049275794,0.03258325520366687,0.040000000000000036,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.031112919203554752,0.008887080796445283,0.0,0.0,0.96,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.04000000000000004,0.0,0.0,0.0,0.0,0.96,2013,bahamas,max_diagonal
