r,f,l,val
el_salvador,fuel_electricity,jun_aug_we6,0.01690909481389299
el_salvador,fuel_electricity,mar_may_wd0,0.04383525314600997
el_salvador,fuel_electricity,mar_may_wd12,0.04781669958145801
el_salvador,fuel_electricity,mar_may_wd18,0.04559936439270454
el_salvador,fuel_electricity,mar_may_wd6,0.043533300563084444
el_salvador,fuel_electricity,mar_may_we0,0.01671594253693899
el_salvador,fuel_electricity,mar_may_we12,0.018234209800211492
el_salvador,fuel_electricity,mar_may_we18,0.017388660956752615
el_salvador,fuel_electricity,mar_may_we6,0.016600797267713532
el_salvador,fuel_electricity,sep_nov_wd0,0.04411661734886476
el_salvador,fuel_electricity,sep_nov_wd12,0.048123619391321336
el_salvador,fuel_electricity,sep_nov_wd18,0.0458920518506805
el_salvador,fuel_electricity,sep_nov_wd6,0.043812726630723914
el_salvador,fuel_electricity,sep_nov_we0,0.016823236723907783
el_salvador,fuel_electricity,sep_nov_we12,0.018351249249899042
el_salvador,fuel_electricity,sep_nov_we18,0.01750027310400114
el_salvador,fuel_electricity,sep_nov_we6,0.016707352374728108
guatemala,fuel_electricity,dec_feb_wd0,0.042933443510648275
guatemala,fuel_electricity,dec_feb_wd12,0.04683298083184519
guatemala,fuel_electricity,dec_feb_wd18,0.04466126222094936
guatemala,fuel_electricity,dec_feb_wd6,0.042637702908472526
guatemala,fuel_electricity,dec_feb_we0,0.016372050419018458
guatemala,fuel_electricity,dec_feb_we12,0.017859082821104856
guatemala,fuel_electricity,dec_feb_we18,0.017030929202709703
guatemala,fuel_electricity,dec_feb_we6,0.016259273999196196
guatemala,fuel_electricity,jun_aug_wd0,0.04464932856438484
guatemala,fuel_electricity,jun_aug_wd12,0.04870471543453001
guatemala,fuel_electricity,jun_aug_wd18,0.046446201560998567
guatemala,fuel_electricity,jun_aug_wd6,0.04434176834473698
guatemala,fuel_electricity,jun_aug_we0,0.017026378474629646
guatemala,fuel_electricity,jun_aug_we12,0.018572841857893437
guatemala,fuel_electricity,jun_aug_we18,0.01771159011598882
guatemala,fuel_electricity,jun_aug_we6,0.01690909481389299
guatemala,fuel_electricity,mar_may_wd0,0.04383525314600997
guatemala,fuel_electricity,mar_may_wd12,0.04781669958145801
guatemala,fuel_electricity,mar_may_wd18,0.04559936439270454
guatemala,fuel_electricity,mar_may_wd6,0.043533300563084444
guatemala,fuel_electricity,mar_may_we0,0.01671594253693899
guatemala,fuel_electricity,mar_may_we12,0.018234209800211492
guatemala,fuel_electricity,mar_may_we18,0.017388660956752615
guatemala,fuel_electricity,mar_may_we6,0.016600797267713532
guatemala,fuel_electricity,sep_nov_wd0,0.04411661734886476
guatemala,fuel_electricity,sep_nov_wd12,0.048123619391321336
guatemala,fuel_electricity,sep_nov_wd18,0.0458920518506805
guatemala,fuel_electricity,sep_nov_wd6,0.043812726630723914
guatemala,fuel_electricity,sep_nov_we0,0.016823236723907783
guatemala,fuel_electricity,sep_nov_we12,0.018351249249899042
guatemala,fuel_electricity,sep_nov_we18,0.01750027310400114
guatemala,fuel_electricity,sep_nov_we6,0.016707352374728108
guyana,fuel_electricity,dec_feb_wd0,0.042933443510648275
guyana,fuel_electricity,dec_feb_wd12,0.04683298083184519
guyana,fuel_electricity,dec_feb_wd18,0.04466126222094936
guyana,fuel_electricity,dec_feb_wd6,0.042637702908472526
guyana,fuel_electricity,dec_feb_we0,0.016372050419018458
guyana,fuel_electricity,dec_feb_we12,0.017859082821104856
guyana,fuel_electricity,dec_feb_we18,0.017030929202709703
guyana,fuel_electricity,dec_feb_we6,0.016259273999196196
guyana,fuel_electricity,jun_aug_wd0,0.04464932856438484
guyana,fuel_electricity,jun_aug_wd12,0.04870471543453001
guyana,fuel_electricity,jun_aug_wd18,0.046446201560998567
guyana,fuel_electricity,jun_aug_wd6,0.04434176834473698
guyana,fuel_electricity,jun_aug_we0,0.017026378474629646
guyana,fuel_electricity,jun_aug_we12,0.018572841857893437
guyana,fuel_electricity,jun_aug_we18,0.01771159011598882
guyana,fuel_electricity,jun_aug_we6,0.01690909481389299
guyana,fuel_electricity,mar_may_wd0,0.04383525314600997
guyana,fuel_electricity,mar_may_wd12,0.04781669958145801
guyana,fuel_electricity,mar_may_wd18,0.04559936439270454
guyana,fuel_electricity,mar_may_wd6,0.043533300563084444
guyana,fuel_electricity,mar_may_we0,0.01671594253693899
guyana,fuel_electricity,mar_may_we12,0.018234209800211492
guyana,fuel_electricity,mar_may_we18,0.017388660956752615
guyana,fuel_electricity,mar_may_we6,0.016600797267713532
guyana,fuel_electricity,sep_nov_wd0,0.04411661734886476
guyana,fuel_electricity,sep_nov_wd12,0.048123619391321336
guyana,fuel_electricity,sep_nov_wd18,0.0458920518506805
guyana,fuel_electricity,sep_nov_wd6,0.043812726630723914
guyana,fuel_electricity,sep_nov_we0,0.016823236723907783
guyana,fuel_electricity,sep_nov_we12,0.018351249249899042
guyana,fuel_electricity,sep_nov_we18,0.01750027310400114
guyana,fuel_electricity,sep_nov_we6,0.016707352374728108
haiti,fuel_electricity,dec_feb_wd0,0.038970963389838714
haiti,fuel_electricity,dec_feb_wd12,0.042510598549640975
haiti,fuel_electricity,dec_feb_wd18,0.04053931556934003
haiti,fuel_electricity,dec_feb_wd6,0.038702517739132365
