r,f,l,val
haiti,fuel_electricity,dec_feb_we0,0.014861015686708608
haiti,fuel_electricity,dec_feb_we12,0.016210804582324212
haiti,fuel_electricity,dec_feb_we18,0.01545908420527979
haiti,fuel_electricity,dec_feb_we6,0.0147586478035678
haiti,fuel_electricity,jun_aug_wd0,0.048778868346442544
haiti,fuel_electricity,jun_aug_wd12,0.05320933098928942
haiti,fuel_electricity,jun_aug_wd18,0.05074193104313478
haiti,fuel_electricity,jun_aug_wd6,0.048442862409843246
haiti,fuel_electricity,jun_aug_we0,0.018601119003011046
haiti,fuel_electricity,jun_aug_we12,0.020290612130909727
haiti,fuel_electricity,jun_aug_we18,0.01934970469327761
haiti,fuel_electricity,jun_aug_we6,0.018472987977747976
haiti,fuel_electricity,mar_may_wd0,0.04417631100861235
haiti,fuel_electricity,mar_may_wd12,0.048188734876922865
haiti,fuel_electricity,mar_may_wd18,0.045954147829314354
haiti,fuel_electricity,mar_may_wd6,0.04387200909962734
haiti,fuel_electricity,mar_may_we0,0.016846000041432985
haiti,fuel_electricity,mar_may_we12,0.01837608010263655
haiti,fuel_electricity,mar_may_we18,0.01752395251123899
haiti,fuel_electricity,mar_may_we6,0.01672995889054625
haiti,fuel_electricity,sep_nov_wd0,0.04360849982501424
haiti,fuel_electricity,sep_nov_wd12,0.047569350823301305
haiti,fuel_electricity,sep_nov_wd18,0.045363485583543806
haiti,fuel_electricity,sep_nov_wd6,0.0433081091984149
haiti,fuel_electricity,sep_nov_we0,0.01662947342334224
haiti,fuel_electricity,sep_nov_we12,0.018139886913238333
haiti,fuel_electricity,sep_nov_we18,0.01729871196965588
haiti,fuel_electricity,sep_nov_we6,0.016514923783668794
honduras,fuel_electricity,dec_feb_wd0,0.044596892867972845
honduras,fuel_electricity,dec_feb_wd12,0.04864751713492569
honduras,fuel_electricity,dec_feb_wd18,0.04639165563605748
honduras,fuel_electricity,dec_feb_wd6,0.0442896938437746
honduras,fuel_electricity,dec_feb_we0,0.01700638287690405
honduras,fuel_electricity,dec_feb_we12,0.018551030110024392
honduras,fuel_electricity,dec_feb_we18,0.017690789813002032
honduras,fuel_electricity,dec_feb_we6,0.016889236952850703
honduras,fuel_electricity,jun_aug_wd0,0.04489339036490568
honduras,fuel_electricity,jun_aug_wd12,0.04897094475812814
honduras,fuel_electricity,jun_aug_wd18,0.046700085414234684
honduras,fuel_electricity,jun_aug_wd6,0.04458414896206001
honduras,fuel_electricity,jun_aug_we0,0.01711944792764225
honduras,fuel_electricity,jun_aug_we12,0.01867436457660778
honduras,fuel_electricity,jun_aug_we18,0.017808405067361758
honduras,fuel_electricity,jun_aug_we6,0.01700152317190302
honduras,fuel_electricity,mar_may_wd0,0.04301763491814879
honduras,fuel_electricity,mar_may_wd12,0.04692481913437269
honduras,fuel_electricity,mar_may_wd18,0.04474884183766934
honduras,fuel_electricity,mar_may_wd6,0.042721314376058694
honduras,fuel_electricity,mar_may_we0,0.01640415559986902
honduras,fuel_electricity,mar_may_we12,0.017894104035254713
honduras,fuel_electricity,mar_may_we18,0.01706432642835414
honduras,fuel_electricity,mar_may_we6,0.016291158028311853
honduras,fuel_electricity,sep_nov_wd0,0.04302672441888052
honduras,fuel_electricity,sep_nov_wd12,0.04693473421172805
honduras,fuel_electricity,sep_nov_wd18,0.04475829713737146
honduras,fuel_electricity,sep_nov_wd6,0.042730341265124545
honduras,fuel_electricity,sep_nov_we0,0.016407621750079555
honduras,fuel_electricity,sep_nov_we12,0.01789788500722194
honduras,fuel_electricity,sep_nov_we18,0.017067932070734343
honduras,fuel_electricity,sep_nov_we6,0.01629460030246525
jamaica,fuel_electricity,dec_feb_wd0,0.044596892867972845
jamaica,fuel_electricity,dec_feb_wd12,0.04864751713492569
jamaica,fuel_electricity,dec_feb_wd18,0.04639165563605748
jamaica,fuel_electricity,dec_feb_wd6,0.0442896938437746
jamaica,fuel_electricity,dec_feb_we0,0.01700638287690405
jamaica,fuel_electricity,dec_feb_we12,0.018551030110024392
jamaica,fuel_electricity,dec_feb_we18,0.017690789813002032
jamaica,fuel_electricity,dec_feb_we6,0.016889236952850703
jamaica,fuel_electricity,jun_aug_wd0,0.04489339036490568
jamaica,fuel_electricity,jun_aug_wd12,0.04897094475812814
jamaica,fuel_electricity,jun_aug_wd18,0.046700085414234684
jamaica,fuel_electricity,jun_aug_wd6,0.04458414896206001
jamaica,fuel_electricity,jun_aug_we0,0.01711944792764225
jamaica,fuel_electricity,jun_aug_we12,0.01867436457660778
jamaica,fuel_electricity,jun_aug_we18,0.017808405067361758
jamaica,fuel_electricity,jun_aug_we6,0.01700152317190302
jamaica,fuel_electricity,mar_may_wd0,0.04301763491814879
jamaica,fuel_electricity,mar_may_wd12,0.04692481913437269
jamaica,fuel_electricity,mar_may_wd18,0.04474884183766934
jamaica,fuel_electricity,mar_may_wd6,0.042721314376058694
jamaica,fuel_electricity,mar_may_we0,0.01640415559986902
jamaica,fuel_electricity,mar_may_we12,0.017894104035254713
jamaica,fuel_electricity,mar_may_we18,0.01706432642835414
jamaica,fuel_electricity,mar_may_we6,0.016291158028311853
jamaica,fuel_electricity,sep_nov_wd0,0.04302672441888052
jamaica,fuel_electricity,sep_nov_wd12,0.04693473421172805
jamaica,fuel_electricity,sep_nov_wd18,0.04475829713737146
jamaica,fuel_electricity,sep_nov_wd6,0.042730341265124545
jamaica,fuel_electricity,sep_nov_we0,0.016407621750079555
jamaica,fuel_electricity,sep_nov_we12,0.01789788500722194
jamaica,fuel_electricity,sep_nov_we18,0.017067932070734343
jamaica,fuel_electricity,sep_nov_we6,0.01629460030246525
mexico,fuel_electricity,dec_feb_wd0,0.038970963389838714
mexico,fuel_electricity,dec_feb_wd12,0.042510598549640975
mexico,fuel_electricity,dec_feb_wd18,0.04053931556934003
mexico,fuel_electricity,dec_feb_wd6,0.038702517739132365
mexico,fuel_electricity,dec_feb_we0,0.014861015686708608
mexico,fuel_electricity,dec_feb_we12,0.016210804582324212
mexico,fuel_electricity,dec_feb_we18,0.01545908420527979
mexico,fuel_electricity,dec_feb_we6,0.0147586478035678
mexico,fuel_electricity,jun_aug_wd0,0.048778868346442544
mexico,fuel_electricity,jun_aug_wd12,0.05320933098928942
mexico,fuel_electricity,jun_aug_wd18,0.05074193104313478
mexico,fuel_electricity,jun_aug_wd6,0.048442862409843246
mexico,fuel_electricity,jun_aug_we0,0.018601119003011046
mexico,fuel_electricity,jun_aug_we12,0.020290612130909727
mexico,fuel_electricity,jun_aug_we18,0.01934970469327761
mexico,fuel_electricity,jun_aug_we6,0.018472987977747976
mexico,fuel_electricity,mar_may_wd0,0.04417631100861235
mexico,fuel_electricity,mar_may_wd12,0.048188734876922865
mexico,fuel_electricity,mar_may_wd18,0.045954147829314354
mexico,fuel_electricity,mar_may_wd6,0.04387200909962734
mexico,fuel_electricity,mar_may_we0,0.016846000041432985
mexico,fuel_electricity,mar_may_we12,0.01837608010263655
mexico,fuel_electricity,mar_may_we18,0.01752395251123899
mexico,fuel_electricity,mar_may_we6,0.01672995889054625
mexico,fuel_electricity,sep_nov_wd0,0.04360849982501424
mexico,fuel_electricity,sep_nov_wd12,0.047569350823301305
mexico,fuel_electricity,sep_nov_wd18,0.045363485583543806
mexico,fuel_electricity,sep_nov_wd6,0.0433081091984149
mexico,fuel_electricity,sep_nov_we0,0.01662947342334224
mexico,fuel_electricity,sep_nov_we12,0.018139886913238333
mexico,fuel_electricity,sep_nov_we18,0.01729871196965588
mexico,fuel_electricity,sep_nov_we6,0.016514923783668794
nicaragua,fuel_electricity,dec_feb_wd0,0.042933443510648275
nicaragua,fuel_electricity,dec_feb_wd12,0.04683298083184519
nicaragua,fuel_electricity,dec_feb_wd18,0.04466126222094936
nicaragua,fuel_electricity,dec_feb_wd6,0.042637702908472526
nicaragua,fuel_electricity,dec_feb_we0,0.016372050419018458
nicaragua,fuel_electricity,dec_feb_we12,0.017859082821104856
nicaragua,fuel_electricity,dec_feb_we18,0.017030929202709703
nicaragua,fuel_electricity,dec_feb_we6,0.016259273999196196
nicaragua,fuel_electricity,jun_aug_wd0,0.04464932856438484
nicaragua,fuel_electricity,jun_aug_wd12,0.04870471543453001
nicaragua,fuel_electricity,jun_aug_wd18,0.046446201560998567
nicaragua,fuel_electricity,jun_aug_wd6,0.04434176834473698
nicaragua,fuel_electricity,jun_aug_we0,0.017026378474629646
nicaragua,fuel_electricity,jun_aug_we12,0.018572841857893437
nicaragua,fuel_electricity,jun_aug_we18,0.01771159011598882
nicaragua,fuel_electricity,jun_aug_we6,0.01690909481389299
nicaragua,fuel_electricity,mar_may_wd0,0.04383525314600997
nicaragua,fuel_electricity,mar_may_wd12,0.04781669958145801
nicaragua,fuel_electricity,mar_may_wd18,0.04559936439270454
nicaragua,fuel_electricity,mar_may_wd6,0.043533300563084444
nicaragua,fuel_electricity,mar_may_we0,0.01671594253693899
nicaragua,fuel_electricity,mar_may_we12,0.018234209800211492
nicaragua,fuel_electricity,mar_may_we18,0.017388660956752615
nicaragua,fuel_electricity,mar_may_we6,0.016600797267713532
nicaragua,fuel_electricity,sep_nov_wd0,0.04411661734886476
nicaragua,fuel_electricity,sep_nov_wd12,0.048123619391321336
nicaragua,fuel_electricity,sep_nov_wd18,0.0458920518506805
nicaragua,fuel_electricity,sep_nov_wd6,0.043812726630723914
nicaragua,fuel_electricity,sep_nov_we0,0.016823236723907783
nicaragua,fuel_electricity,sep_nov_we12,0.018351249249899042
nicaragua,fuel_electricity,sep_nov_we18,0.01750027310400114
nicaragua,fuel_electricity,sep_nov_we6,0.016707352374728108
panama,fuel_electricity,dec_feb_wd0,0.042933443510648275
panama,fuel_electricity,dec_feb_wd12,0.04683298083184519
panama,fuel_electricity,dec_feb_wd18,0.04466126222094936
panama,fuel_electricity,dec_feb_wd6,0.042637702908472526
panama,fuel_electricity,dec_feb_we0,0.016372050419018458
panama,fuel_electricity,dec_feb_we12,0.017859082821104856
panama,fuel_electricity,dec_feb_we18,0.017030929202709703
panama,fuel_electricity,dec_feb_we6,0.016259273999196196
panama,fuel_electricity,jun_aug_wd0,0.04464932856438484
panama,fuel_electricity,jun_aug_wd12,0.04870471543453001
panama,fuel_electricity,jun_aug_wd18,0.046446201560998567
panama,fuel_electricity,jun_aug_wd6,0.04434176834473698
panama,fuel_electricity,jun_aug_we0,0.017026378474629646
panama,fuel_electricity,jun_aug_we12,0.018572841857893437
panama,fuel_electricity,jun_aug_we18,0.01771159011598882
panama,fuel_electricity,jun_aug_we6,0.01690909481389299
panama,fuel_electricity,mar_may_wd0,0.04383525314600997
panama,fuel_electricity,mar_may_wd12,0.04781669958145801
panama,fuel_electricity,mar_may_wd18,0.04559936439270454
panama,fuel_electricity,mar_may_wd6,0.043533300563084444
panama,fuel_electricity,mar_may_we0,0.01671594253693899
panama,fuel_electricity,mar_may_we12,0.018234209800211492
panama,fuel_electricity,mar_may_we18,0.017388660956752615
panama,fuel_electricity,mar_may_we6,0.016600797267713532
panama,fuel_electricity,sep_nov_wd0,0.04411661734886476
panama,fuel_electricity,sep_nov_wd12,0.048123619391321336
panama,fuel_electricity,sep_nov_wd18,0.0458920518506805
panama,fuel_electricity,sep_nov_wd6,0.043812726630723914
panama,fuel_electricity,sep_nov_we0,0.016823236723907783
panama,fuel_electricity,sep_nov_we12,0.018351249249899042
panama,fuel_electricity,sep_nov_we18,0.01750027310400114
panama,fuel_electricity,sep_nov_we6,0.016707352374728108
paraguay,fuel_electricity,dec_feb_wd0,0.044596892867972845
paraguay,fuel_electricity,dec_feb_wd12,0.04864751713492569
paraguay,fuel_electricity,dec_feb_wd18,0.04639165563605748
paraguay,fuel_electricity,dec_feb_wd6,0.0442896938437746
paraguay,fuel_electricity,dec_feb_we0,0.01700638287690405
paraguay,fuel_electricity,dec_feb_we12,0.018551030110024392
paraguay,fuel_electricity,dec_feb_we18,0.017690789813002032
paraguay,fuel_electricity,dec_feb_we6,0.016889236952850703
paraguay,fuel_electricity,jun_aug_wd0,0.04489339036490568
paraguay,fuel_electricity,jun_aug_wd12,0.04897094475812814
paraguay,fuel_electricity,jun_aug_wd18,0.046700085414234684
paraguay,fuel_electricity,jun_aug_wd6,0.04458414896206001
paraguay,fuel_electricity,jun_aug_we0,0.01711944792764225
paraguay,fuel_electricity,jun_aug_we12,0.01867436457660778
paraguay,fuel_electricity,jun_aug_we18,0.017808405067361758
paraguay,fuel_electricity,jun_aug_we6,0.01700152317190302
paraguay,fuel_electricity,mar_may_wd0,0.04301763491814879
paraguay,fuel_electricity,mar_may_wd12,0.04692481913437269
paraguay,fuel_electricity,mar_may_wd18,0.04474884183766934
paraguay,fuel_electricity,mar_may_wd6,0.042721314376058694
paraguay,fuel_electricity,mar_may_we0,0.01640415559986902
paraguay,fuel_electricity,mar_may_we12,0.017894104035254713
paraguay,fuel_electricity,mar_may_we18,0.01706432642835414
paraguay,fuel_electricity,mar_may_we6,0.016291158028311853
paraguay,fuel_electricity,sep_nov_wd0,0.04302672441888052
paraguay,fuel_electricity,sep_nov_wd12,0.04693473421172805
paraguay,fuel_electricity,sep_nov_wd18,0.04475829713737146
paraguay,fuel_electricity,sep_nov_wd6,0.042730341265124545
paraguay,fuel_electricity,sep_nov_we0,0.016407621750079555
paraguay,fuel_electricity,sep_nov_we12,0.01789788500722194
paraguay,fuel_electricity,sep_nov_we18,0.017067932070734343
paraguay,fuel_electricity,sep_nov_we6,0.01629460030246525
peru,fuel_electricity,dec_feb_wd0,0.044596892867972845
peru,fuel_electricity,dec_feb_wd12,0.04864751713492569
peru,fuel_electricity,dec_feb_wd18,0.04639165563605748
peru,fuel_electricity,dec_feb_wd6,0.0442896938437746
peru,fuel_electricity,dec_feb_we0,0.01700638287690405
peru,fuel_electricity,dec_feb_we12,0.018551030110024392
peru,fuel_electricity,dec_feb_we18,0.017690789813002032
peru,fuel_electricity,dec_feb_we6,0.016889236952850703
peru,fuel_electricity,jun_aug_wd0,0.04489339036490568
peru,fuel_electricity,jun_aug_wd12,0.04897094475812814
peru,fuel_electricity,jun_aug_wd18,0.046700085414234684
peru,fuel_electricity,jun_aug_wd6,0.04458414896206001
peru,fuel_electricity,jun_aug_we0,0.01711944792764225
peru,fuel_electricity,jun_aug_we12,0.01867436457660778
peru,fuel_electricity,jun_aug_we18,0.017808405067361758
peru,fuel_electricity,jun_aug_we6,0.01700152317190302
peru,fuel_electricity,mar_may_wd0,0.04301763491814879
peru,fuel_electricity,mar_may_wd12,0.04692481913437269
peru,fuel_electricity,mar_may_wd18,0.04474884183766934
peru,fuel_electricity,mar_may_wd6,0.042721314376058694
peru,fuel_electricity,mar_may_we0,0.01640415559986902
peru,fuel_electricity,mar_may_we12,0.017894104035254713
peru,fuel_electricity,mar_may_we18,0.01706432642835414
peru,fuel_electricity,mar_may_we6,0.016291158028311853
peru,fuel_electricity,sep_nov_wd0,0.04302672441888052
peru,fuel_electricity,sep_nov_wd12,0.04693473421172805
peru,fuel_electricity,sep_nov_wd18,0.04475829713737146
peru,fuel_electricity,sep_nov_wd6,0.042730341265124545
peru,fuel_electricity,sep_nov_we0,0.016407621750079555
peru,fuel_electricity,sep_nov_we12,0.01789788500722194
peru,fuel_electricity,sep_nov_we18,0.017067932070734343
peru,fuel_electricity,sep_nov_we6,0.01629460030246525
suriname,fuel_electricity,dec_feb_wd0,0.042933443510648275
suriname,fuel_electricity,dec_feb_wd12,0.04683298083184519
suriname,fuel_electricity,dec_feb_wd18,0.04466126222094936
suriname,fuel_electricity,dec_feb_wd6,0.042637702908472526
suriname,fuel_electricity,dec_feb_we0,0.016372050419018458
suriname,fuel_electricity,dec_feb_we12,0.017859082821104856
suriname,fuel_electricity,dec_feb_we18,0.017030929202709703
suriname,fuel_electricity,dec_feb_we6,0.016259273999196196
suriname,fuel_electricity,jun_aug_wd0,0.04464932856438484
suriname,fuel_electricity,jun_aug_wd12,0.04870471543453001
suriname,fuel_electricity,jun_aug_wd18,0.046446201560998567
suriname,fuel_electricity,jun_aug_wd6,0.04434176834473698
suriname,fuel_electricity,jun_aug_we0,0.017026378474629646
suriname,fuel_electricity,jun_aug_we12,0.018572841857893437
suriname,fuel_electricity,jun_aug_we18,0.01771159011598882
suriname,fuel_electricity,jun_aug_we6,0.01690909481389299
suriname,fuel_electricity,mar_may_wd0,0.04383525314600997
suriname,fuel_electricity,mar_may_wd12,0.04781669958145801
suriname,fuel_electricity,mar_may_wd18,0.04559936439270454
suriname,fuel_electricity,mar_may_wd6,0.043533300563084444
suriname,fuel_electricity,mar_may_we0,0.01671594253693899
suriname,fuel_electricity,mar_may_we12,0.018234209800211492
suriname,fuel_electricity,mar_may_we18,0.017388660956752615
suriname,fuel_electricity,mar_may_we6,0.016600797267713532
suriname,fuel_electricity,sep_nov_wd0,0.04411661734886476
suriname,fuel_electricity,sep_nov_wd12,0.048123619391321336
suriname,fuel_electricity,sep_nov_wd18,0.0458920518506805
suriname,fuel_electricity,sep_nov_wd6,0.043812726630723914
suriname,fuel_electricity,sep_nov_we0,0.016823236723907783
suriname,fuel_electricity,sep_nov_we12,0.018351249249899042
suriname,fuel_electricity,sep_nov_we18,0.01750027310400114
suriname,fuel_electricity,sep_nov_we6,0.016707352374728108
trinidad_and_tobago,fuel_electricity,dec_feb_wd0,0.042933443510648275
trinidad_and_tobago,fuel_electricity,dec_feb_wd12,0.04683298083184519
trinidad_and_tobago,fuel_electricity,dec_feb_wd18,0.04466126222094936
trinidad_and_tobago,fuel_electricity,dec_feb_wd6,0.042637702908472526
trinidad_and_tobago,fuel_electricity,dec_feb_we0,0.016372050419018458
trinidad_and_tobago,fuel_electricity,dec_feb_we12,0.017859082821104856
trinidad_and_tobago,fuel_electricity,dec_feb_we18,0.017030929202709703
trinidad_and_tobago,fuel_electricity,dec_feb_we6,0.016259273999196196
trinidad_and_tobago,fuel_electricity,jun_aug_wd0,0.04464932856438484
trinidad_and_tobago,fuel_electricity,jun_aug_wd12,0.04870471543453001
trinidad_and_tobago,fuel_electricity,jun_aug_wd18,0.046446201560998567
trinidad_and_tobago,fuel_electricity,jun_aug_wd6,0.04434176834473698
trinidad_and_tobago,fuel_electricity,jun_aug_we0,0.017026378474629646
trinidad_and_tobago,fuel_electricity,jun_aug_we12,0.018572841857893437
trinidad_and_tobago,fuel_electricity,jun_aug_we18,0.01771159011598882
trinidad_and_tobago,fuel_electricity,jun_aug_we6,0.01690909481389299
trinidad_and_tobago,fuel_electricity,mar_may_wd0,0.04383525314600997
trinidad_and_tobago,fuel_electricity,mar_may_wd12,0.04781669958145801
trinidad_and_tobago,fuel_electricity,mar_may_wd18,0.04559936439270454
trinidad_and_tobago,fuel_electricity,mar_may_wd6,0.043533300563084444
trinidad_and_tobago,fuel_electricity,mar_may_we0,0.01671594253693899
trinidad_and_tobago,fuel_electricity,mar_may_we12,0.018234209800211492
trinidad_and_tobago,fuel_electricity,mar_may_we18,0.017388660956752615
trinidad_and_tobago,fuel_electricity,mar_may_we6,0.016600797267713532
trinidad_and_tobago,fuel_electricity,sep_nov_wd0,0.04411661734886476
trinidad_and_tobago,fuel_electricity,sep_nov_wd12,0.048123619391321336
trinidad_and_tobago,fuel_electricity,sep_nov_wd18,0.0458920518506805
trinidad_and_tobago,fuel_electricity,sep_nov_wd6,0.043812726630723914
trinidad_and_tobago,fuel_electricity,sep_nov_we0,0.016823236723907783
trinidad_and_tobago,fuel_electricity,sep_nov_we12,0.018351249249899042
trinidad_and_tobago,fuel_electricity,sep_nov_we18,0.01750027310400114
trinidad_and_tobago,fuel_electricity,sep_nov_we6,0.016707352374728108
uruguay,fuel_electricity,dec_feb_wd0,0.044596892867972845
uruguay,fuel_electricity,dec_feb_wd12,0.04864751713492569
uruguay,fuel_electricity,dec_feb_wd18,0.04639165563605748
uruguay,fuel_electricity,dec_feb_wd6,0.0442896938437746
uruguay,fuel_electricity,dec_feb_we0,0.01700638287690405
uruguay,fuel_electricity,dec_feb_we12,0.018551030110024392
uruguay,fuel_electricity,dec_feb_we18,0.017690789813002032
uruguay,fuel_electricity,dec_feb_we6,0.016889236952850703
uruguay,fuel_electricity,jun_aug_wd0,0.04489339036490568
uruguay,fuel_electricity,jun_aug_wd12,0.04897094475812814
uruguay,fuel_electricity,jun_aug_wd18,0.046700085414234684
uruguay,fuel_electricity,jun_aug_wd6,0.04458414896206001
uruguay,fuel_electricity,jun_aug_we0,0.01711944792764225
uruguay,fuel_electricity,jun_aug_we12,0.01867436457660778
uruguay,fuel_electricity,jun_aug_we18,0.017808405067361758
uruguay,fuel_electricity,jun_aug_we6,0.01700152317190302
uruguay,fuel_electricity,mar_may_wd0,0.04301763491814879
uruguay,fuel_electricity,mar_may_wd12,0.04692481913437269
uruguay,fuel_electricity,mar_may_wd18,0.04474884183766934
uruguay,fuel_electricity,mar_may_wd6,0.042721314376058694
uruguay,fuel_electricity,mar_may_we0,0.01640415559986902
uruguay,fuel_electricity,mar_may_we12,0.017894104035254713
uruguay,fuel_electricity,mar_may_we18,0.01706432642835414
uruguay,fuel_electricity,mar_may_we6,0.016291158028311853
uruguay,fuel_electricity,sep_nov_wd0,0.04302672441888052
uruguay,fuel_electricity,sep_nov_wd12,0.04693473421172805
uruguay,fuel_electricity,sep_nov_wd18,0.04475829713737146
uruguay,fuel_electricity,sep_nov_wd6,0.042730341265124545
uruguay,fuel_electricity,sep_nov_we0,0.016407621750079555
uruguay,fuel_electricity,sep_nov_we12,0.01789788500722194
uruguay,fuel_electricity,sep_nov_we18,0.017067932070734343
uruguay,fuel_electricity,sep_nov_we6,0.01629460030246525
venezuela,fuel_electricity,dec_feb_wd0,0.042933443510648275
venezuela,fuel_electricity,dec_feb_wd12,0.04683298083184519
venezuela,fuel_electricity,dec_feb_wd18,0.04466126222094936
venezuela,fuel_electricity,dec_feb_wd6,0.042637702908472526
venezuela,fuel_electricity,dec_feb_we0,0.016372050419018458
venezuela,fuel_electricity,dec_feb_we12,0.017859082821104856
venezuela,fuel_electricity,dec_feb_we18,0.017030929202709703
venezuela,fuel_electricity,dec_feb_we6,0.016259273999196196
venezuela,fuel_electricity,jun_aug_wd0,0.04464932856438484
venezuela,fuel_electricity,jun_aug_wd12,0.04870471543453001
venezuela,fuel_electricity,jun_aug_wd18,0.046446201560998567
venezuela,fuel_electricity,jun_aug_wd6,0.04434176834473698
venezuela,fuel_electricity,jun_aug_we0,0.017026378474629646
venezuela,fuel_electricity,jun_aug_we12,0.018572841857893437
venezuela,fuel_electricity,jun_aug_we18,0.01771159011598882
venezuela,fuel_electricity,jun_aug_we6,0.01690909481389299
venezuela,fuel_electricity,mar_may_wd0,0.04383525314600997
venezuela,fuel_electricity,mar_may_wd12,0.04781669958145801
venezuela,fuel_electricity,mar_may_wd18,0.04559936439270454
venezuela,fuel_electricity,mar_may_wd6,0.043533300563084444
venezuela,fuel_electricity,mar_may_we0,0.01671594253693899
venezuela,fuel_electricity,mar_may_we12,0.018234209800211492
venezuela,fuel_electricity,mar_may_we18,0.017388660956752615
venezuela,fuel_electricity,mar_may_we6,0.016600797267713532
venezuela,fuel_electricity,sep_nov_wd0,0.04411661734886476
venezuela,fuel_electricity,sep_nov_wd12,0.048123619391321336
venezuela,fuel_electricity,sep_nov_wd18,0.0458920518506805
venezuela,fuel_electricity,sep_nov_wd6,0.043812726630723914
venezuela,fuel_electricity,sep_nov_we0,0.016823236723907783
venezuela,fuel_electricity,sep_nov_we12,0.018351249249899042
venezuela,fuel_electricity,sep_nov_we18,0.01750027310400114
venezuela,fuel_electricity,sep_nov_we6,0.016707352374728108
