Variable Type,Variable,Information,Variable Schema,Dashboard,Notes,Data Link,Reference,Internal Model Variable,Default LHS Scalar Minimum at Final Time Period,Default LHS Scalar Maximum at Final Time Period
Input,NemoMod_CapitalCostStorage,Cost to build a unit of capacity for the specified storage,``cost_capital_elec_stor_$CAT-STORAGE$_$UNIT-COST$``,,,,,0,1,1
