Variable Type,Variable,Information,Variable Schema,Dashboard,Categories,Notes,Data Link,Reference,Internal Model Variable,Default LHS Scalar Minimum at Final Time Period,Default LHS Scalar Maximum at Final Time Period,Energy Demand Variable by Fuel
Output,Total Non-Electrical Heat Energy Demand from CCSQ,Demand for non-electric energy at end use--does not include inflation to demands due to systemic inefficiencies.,``energy_demand_ccsq_non_electric_total``,,none,,,,1,1,1,0
