Variable Type,Variable,Information,Variable Schema,Dashboard,Notes,Data Link,Reference,Internal Model Variable,Default LHS Scalar Minimum at Final Time Period,Default LHS Scalar Maximum at Final Time Period
Input,Industrial Production Scalar,Exogenous scalar that can be used to represent exogenous shocks todemand (assuming production and demand are in equilibrium).,``demscalar_ippu_$CAT-INDUSTRY$``,,,,,0,1,1
