Variable Type,Variable,Information,Variable Schema,Dashboard,Notes,Data Link,Reference,Internal Model Variable,Default LHS Scalar Minimum at Final Time Period,Default LHS Scalar Maximum at Final Time Period
Input,Per Unit Production Energy Demand,Demand per production (measured in value added) by each industrial category $CAT-INDUSTRY$,"``dem_energy_$CAT-INDUSTRY$_$UNIT-ENERGY$_$UNIT-VA$`` (``$EMISSION-GAS$ = ch4``, ``$UNIT-AREA$ = ha``)",,,,,0,1.0,1.0
