Variable Type,Variable,Information,Variable Schema,Categories,Dashboard,Notes,Data Link,Reference,Internal Model Variable
Input,GDP,GDP in billions of USD,``gdp_mmm_usd``,none,`GDP Dashboard <https://public.tableau.com/app/profile/fernando8493/viz/GDP_16423551657970/Dashboard1>`_ ,Exogenous GDP trajectory,,`World Bank GDP <https://data.worldbank.org/indicator/NY.GDP.MKTP.KD>`_,0
