country,optimization_bound,croplands_to_croplands,croplands_to_forests_mangroves,croplands_to_forests_primary,croplands_to_forests_secondary,croplands_to_grasslands,croplands_to_other,croplands_to_settlements,croplands_to_wetlands,forests_mangroves_to_croplands,forests_mangroves_to_forests_mangroves,forests_mangroves_to_forests_primary,forests_mangroves_to_forests_secondary,forests_mangroves_to_grasslands,forests_mangroves_to_other,forests_mangroves_to_settlements,forests_mangroves_to_wetlands,forests_primary_to_croplands,forests_primary_to_forests_mangroves,forests_primary_to_forests_primary,forests_primary_to_forests_secondary,forests_primary_to_grasslands,forests_primary_to_other,forests_primary_to_settlements,forests_primary_to_wetlands,forests_secondary_to_croplands,forests_secondary_to_forests_mangroves,forests_secondary_to_forests_primary,forests_secondary_to_forests_secondary,forests_secondary_to_grasslands,forests_secondary_to_other,forests_secondary_to_settlements,forests_secondary_to_wetlands,grasslands_to_croplands,grasslands_to_forests_mangroves,grasslands_to_forests_primary,grasslands_to_forests_secondary,grasslands_to_grasslands,grasslands_to_other,grasslands_to_settlements,grasslands_to_wetlands,other_to_croplands,other_to_forests_mangroves,other_to_forests_primary,other_to_forests_secondary,other_to_grasslands,other_to_other,other_to_settlements,other_to_wetlands,settlements_to_croplands,settlements_to_forests_mangroves,settlements_to_forests_primary,settlements_to_forests_secondary,settlements_to_grasslands,settlements_to_other,settlements_to_settlements,settlements_to_wetlands,wetlands_to_croplands,wetlands_to_forests_mangroves,wetlands_to_forests_primary,wetlands_to_forests_secondary,wetlands_to_grasslands,wetlands_to_other,wetlands_to_settlements,wetlands_to_wetlands
jamaica,max_diagonal,0.9488149594263827,0.0,0.0,0.0010779446640316226,0.0391767588932807,0.005,0.001033053197976501,0.004897283818328571,0.03999000000000003,0.96,0.0,0.0,0.0,1e-05,0.0,0.0,0.00075,0.0,0.99625,0.0,0.003,0.0,0.0,0.0,0.03940000000000003,0.0,0.0005,0.96,0.0,0.0001,0.0,0.0,0.04519884707285225,0.0,0.0,0.0,0.95,0.004801152927147796,0.0,0.0,0.0014999999999999458,0.0,0.0,0.0,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.99,0.00990000000000001,0.019871167434038606,0.020028832565961427,0.0,0.0,0.0,0.0001,0.0,0.96
jamaica,min_diagonal,0.9884979018315021,0.00025011228217734424,0.0,0.0,0.0001,0.005000000000000001,0.001033053197976501,0.005118932688344043,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.00075,0.0,0.99625,0.0,0.003,0.0,0.0,0.0,0.04940000000000004,0.0,0.0005,0.95,0.0,0.0001,0.0,0.0,0.003236992921959614,0.0,0.0,0.0006631521610717557,0.993149232188908,0.0029506227280606035,0.0,0.0,0.0020000000000000018,0.0,0.0,0.0,0.0,0.998,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.019400000000000018,0.0005,0.0001,0.0,0.98
mexico,max_diagonal,0.9907543183771328,0.0,0.0,0.0,0.0001,0.005,0.0,0.0,0.009997500000000008,0.96,0.0,0.0,0.009997500000000008,1e-05,0.017495000000000017,0.0025,0.00075,0.0,0.99625,0.0,0.003,0.0,0.0,0.0,0.009850000000000008,0.0,0.0005,0.9696,0.00025,0.0001,0.017200000000000014,0.0025,0.0034365329605849384,0.0001242243272579477,0.0,2.9493359892634222e-05,0.9936478318092897,0.002706759099729651,4.536779477669092e-05,9.790648468472465e-06,0.0,0.0,0.0,0.0,0.012666444488693866,0.9872522197673091,7.410416303872646e-05,7.231580958301241e-06,0.0025000000000000022,0.0,0.0,0.0024750000000000024,0.003932582044780908,5e-05,0.9910424179552191,0.0,0.020000000000000018,0.0,0.0,0.019875000000000018,0.000125,0.0,0.0,0.96
mexico,min_diagonal,0.9801819231305882,0.0,0.0,0.0,0.011935307086752726,0.00375,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.00075,0.0,0.99625,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0005,0.95,0.0,0.0001,0.044400000000000044,0.005,0.005585274771335056,0.00010133223313792194,0.0,4.99442771244914e-05,0.9903670060840364,0.003858391019033223,3.558967662879283e-05,2.461938704135387e-06,0.005422809205361298,0.0,0.0,0.0,0.010502393715281165,0.983861075732924,0.00021372134643355342,0.0,0.0,0.0,0.0,0.0024750000000000024,0.007450000000000007,7.500000000000001e-05,0.99,0.0,0.004975000000000005,0.0,0.0,0.009850000000000008,0.000125,7.500000000000001e-05,0.001820069898585471,0.9831549301014145
nicaragua,max_diagonal,0.9834999219605692,0.0,0.0,0.0,0.013481074172657122,0.003019003866773562,0.0,0.0,0.0,0.9969682424889482,0.0,0.0,0.0030217575110517278,1e-05,0.0,0.0,0.00075,0.0,0.9853424700217392,0.0,0.012167593007770757,0.0,0.0,0.0017399369704899608,0.0,0.0,0.0,0.9985,0.0,0.0,0.0,0.001499999999999944,0.0,0.0,0.0,0.001499999999999941,0.9985,0.0,0.0,0.0,0.0,0.0,0.0,5.766737980603257e-05,0.0,0.9985,0.0004935400779197833,0.0009487925422741218,0.0,0.0,0.0,0.0013999999999999464,0.0,0.0001,0.9985,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.001399999999999943,0.9985
nicaragua,min_diagonal,0.95,0.0,0.0,0.0,0.04394467887522155,0.005,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.00649085217979632,0.0,0.9850044264987874,0.0,0.00840472132141628,0.0001,0.0,0.0,0.02465000000000002,0.0,0.00025,0.974,0.001,0.0001,0.0,0.0,0.015234081581240254,0.004762513548978725,0.0,0.001688044847328245,0.9693204053138385,0.005,0.0014935945225713647,0.002501360186042999,0.0,0.0,0.0,0.0,0.009436222187072602,0.9905637778129275,0.0,0.0,0.0,0.0,0.0,0.0,0.004950000000000005,0.0001,0.99,0.004950000000000005,0.009700000000000009,0.0,0.0,0.0,0.00025,0.0001,0.0009500000000000012,0.989
panama,max_diagonal,0.9303267717910809,0.0007500000000000001,0.0,0.0028393986894564662,0.055542078396098316,0.005,0.0010062857399197333,0.0004243502723336173,0.0004966666666666476,0.9856666666666666,0.0,0.0,0.01333000000000001,1e-05,0.0,0.0004966666666666476,0.0007500000000000001,0.0,0.99625,0.0,0.0030000000000000005,0.0,0.0,0.0,0.013133333333333394,0.0,0.0005,0.9779698215961928,0.0,0.0001,0.007996845070473763,0.00029999999999998084,0.03144501263887253,0.005031238762727379,0.0,0.0,0.9610117288268838,0.002512019771516332,0.0,0.0,0.0,0.0004999999999999819,0.0,0.0009706253038590384,0.0004999999999999819,0.9954806584357354,0.0021353567977689543,0.00041335946263664874,0.006666666666666672,0.003300000000000003,0.0,0.0,0.0,3.3333333333333335e-05,0.9899999999999999,0.0,0.013300000000000011,0.0,0.0,0.0,0.0,6.666666666666667e-05,0.000981963140295546,0.9856513701930377
panama,min_diagonal,0.9499999999999998,0.0,0.0,0.0,0.04088888488888882,0.005,0.0,0.0,0.0,0.9700000000000001,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0007500000000000001,0.0,0.99625,0.0,0.0030000000000000005,0.0,0.0,0.0,0.0,0.0,0.0005,0.9587418306179419,0.0003333333333333333,0.0001,0.033620650967362505,0.006704185081362152,0.01600000094899762,0.008989273903831212,0.0,0.002452250922849699,0.9674220951978163,0.005,0.00012962719852156336,6.751827983540905e-06,0.021541099624606087,0.0,0.0,0.0,0.011134145535588185,0.9673247548398057,0.0,0.0,0.0,0.0,0.0,0.0,0.007627857448241457,6.666666666666667e-05,0.9899999999999999,0.002305475885091885,0.0,0.0,0.0,0.006466666666666673,0.00016666666666666666,0.0001,0.0012666666666666683,0.992
paraguay,max_diagonal,0.9949999999999999,0.0,0.0,0.0,0.0037750000000000483,0.0012249999999999484,0.0,0.0,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.001499999999999944,0.009671618933856312,0.0,0.9775432319330806,0.0,0.012521387447209015,2.5e-05,1.272600347961279e-05,0.00022603568237448537,0.0003749999999999588,0.0,0.0,0.9985,0.001,2.5e-05,9.999999999998638e-05,0.0,0.0006825489533129185,0.0,0.0,0.0005859911177308697,0.998328608565862,0.0004028513630942416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985,0.0,0.001499999999999944,0.0,0.0,0.0,0.0,0.0,0.0,0.9985,0.0014999999999999458,0.0,0.0,0.0,0.0,0.0,0.0,0.0014999999999999458,0.9985
paraguay,min_diagonal,0.95,0.0,0.0,0.0,0.05000000000000002,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000025,0.01,0.00075,0.0,0.977541499537433,0.0,0.021708500462566914,0.0,0.0,0.0,0.045975000000000044,0.0,0.0005,0.95,0.001,2.5e-05,0.0,0.0025,0.022526404742851787,0.0,0.0,0.0007773986010713871,0.9756862541882008,0.0007624442315512234,1.4267222910292959e-05,0.00023323101341454446,0.0,0.0,0.0,0.0,0.0,0.95,0.04000000000000004,0.01,8.673617379884035e-18,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.98
peru,max_diagonal,0.9842515816326524,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.040000000000000036,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.00075,0.0,0.99625,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0005,0.9984,0.001,0.0001,0.0,0.0,0.00011697336016799433,0.0,0.0,0.0010168746393074712,0.9926739073420968,0.005,0.0003025272711926902,0.0008897173872350643,0.00559235327287338,2.29503607661531e-05,0.0,0.0,0.0,0.9943846963663605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.96
peru,min_diagonal,0.9842515816326525,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.00075,0.0,0.99625,0.0,0.003,0.0,0.0,0.0,0.0005000000000000013,0.0,0.0005,0.998,0.001,0.0,0.0,0.0,0.0,0.0007577446176102286,0.0,0.0010379790531153173,0.9924482779852221,0.005000000000000001,0.00030252727119269024,0.0004534710728597385,0.005757472810512344,0.0,0.0,0.0,0.00014595838005033025,0.9940965688094373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.98
suriname,max_diagonal,0.9265833245614039,0.0,0.0,0.0,0.0001,0.0,0.0,0.01,0.022683798842307038,0.9773162011576929,0.0,0.0,0.0,0.0,0.0,0.0,0.00075,0.0,0.99625,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0005,0.9875177867767739,0.0,0.0,0.011982213223226094,0.0,0.0,0.04000000000000004,0.0,0.0,0.95,0.0,0.0,0.01,0.0,0.0015753063555556653,0.0,0.0021911761367896018,0.0,0.9962335175076548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.00738575169343525,0.0,0.0,0.0,0.0,0.0,0.9926142483065648
suriname,min_diagonal,0.95,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.02625456700957769,0.0,0.0037454329904223482,0.00075,0.0,0.99625,0.0,0.003,0.0,0.0,0.0,0.02828088339222655,0.0,0.0005,0.9565694978600532,0.0,0.0001,0.004549618747720247,0.01,0.0,0.050000000000000044,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.011584089847370822,0.0,0.007623958844154838,0.0,0.9713045117470994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.0020000000000000026,0.0,0.0020000000000000044,0.0,0.0,0.0,0.0,0.0,0.998
trinidad_and_tobago,max_diagonal,0.9044771553920974,0.0005,0.0,0.06868085106382998,0.0001,0.0033333333333333335,0.019575326877406,0.0033333333333333335,0.034189500379995616,0.9658004996200044,0.0,0.0,0.0,1e-05,0.0,0.0,0.0007500000000000001,0.0,0.9961833333333333,0.0,0.0030000000000000005,6.666666666666667e-05,0.0,0.0,0.030229001354897506,0.0,0.0005,0.96,0.0,6.666666666666667e-05,0.006865124444773198,0.0023392075336626707,0.0266666666666667,0.0,0.0,0.0,0.9499999999999998,0.005,0.015000000000000015,0.0033333333333333335,0.0004999999999999819,0.002238335651106388,0.0,0.0,0.0,0.9972616643488936,0.0,0.0,0.0034844686804468123,0.0036756333755742624,0.0,0.0,0.0,6.666666666666667e-05,0.9915963560560531,0.0011768752212589788,0.026633333333333356,0.013300000000000011,0.0,0.0,0.0,6.666666666666667e-05,0.0,0.96
trinidad_and_tobago,min_diagonal,0.95,0.000375,0.0,0.04452500000000006,0.0001,0.005,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.00075,0.0,0.996225,0.0,0.003,2.5e-05,0.0,0.0,0.02725230222433569,0.0,0.0005,0.95958341064343,0.0,0.0001,0.008195938838044328,0.004368348294189896,0.0,0.020000000000000025,0.0,0.0025,0.95,0.005,0.022500000000000023,0.0,0.0,0.0,0.0,0.005685179547253467,0.0,0.9813443885335646,0.012970431919181836,0.0,0.0003216913385359727,0.003538784675662832,0.0,0.005594151525385359,0.0,7.500000000000001e-05,0.9904703724604158,0.0,0.0,0.0,0.0,0.010475000000000009,0.0,2.5e-05,0.0005000000000000004,0.989
uruguay,max_diagonal,0.7188663032030527,0.0,0.0,0.0,0.27986183217808325,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.030000000000000034,0.01,0.00075,0.0,0.99625,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0005,0.9934499999999999,0.001,5e-05,0.0,0.005000000000000001,0.044492696334656155,0.0,0.0,0.0017177508532256521,0.95,0.002511600076345521,7.254924030602203e-05,0.0012054034954666949,0.0,0.0,0.0,0.0,0.02000000000000002,0.97925,0.0,0.0007499999999999729,0.0,0.0,0.0,0.0050000000000000044,0.0,5e-05,0.9942500000000001,0.0006999999999999732,0.019750000000000018,0.0,0.0,0.015520932270427862,0.0005,0.0,0.004229067729572156,0.96
uruguay,min_diagonal,0.95,0.0,0.0,0.0,0.04872813538113592,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000025,0.01,0.00075,0.0,0.99625,0.0,0.003,0.0,0.0,0.0,0.0002500000000000002,0.0,0.0005,0.9932,0.001,5e-05,0.0,0.005000000000000001,0.005418000000000018,0.0,0.0,0.0020751962431375818,0.9875127707771967,0.004699221817297018,0.0,0.00029481116236877925,0.0,0.0,0.0,0.0,0.050000000000000044,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0050000000000000044,0.0,0.99,0.005,0.0,0.0,0.0,0.007962573989821371,0.00025,5e-05,0.007371057838395443,0.9843663681717831
venezuela,max_diagonal,0.9035216349535817,0.000375,0.0,0.008960054545454557,0.059362860494423804,0.005,0.0014421145082822275,0.01,0.0,0.96,0.0,0.0,0.02749250000000002,1e-05,0.0074975000000000085,0.005,0.0017264602317390609,0.0,0.9951595863153148,0.0,0.003,9.268866426837252e-05,2.1264788677902203e-05,0.0,0.020300000000000002,0.0,0.000125,0.9769749999999999,0.0,0.0001,0.0,0.0025,0.010457333419657674,0.0006655275157256416,0.0,0.001237130879120881,0.9794569762264806,0.005000000000000001,0.00047335478560196005,0.0027096771734132176,0.0,0.0,0.0,0.0,0.0007499999999999804,0.9985,0.0,0.000749999999999979,0.0,0.0,0.0,0.0,0.004950000000000005,0.0001,0.99,0.004950000000000005,0.0073463389585610335,0.004901776307893001,0.0,0.008923456561919821,0.0,0.0001,0.0009940353033110149,0.9777343928683151
venezuela,min_diagonal,0.9612772613558185,0.000375,0.0,0.010042315744226536,0.008255055566248762,0.005,0.0035406951984597616,0.005000000000000001,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0014956516668473512,0.0,0.9951772749795831,0.0,0.0031534586173429767,7.500000000000001e-05,0.0,9.8614736226633e-05,0.006987263799163404,0.0,0.000125,0.9838499999999999,0.00025,0.0001,0.00618773620083661,0.0025,0.001739191350303024,0.0008934597195493361,0.0,0.00011387174204353218,0.9904265795876093,0.004999999999999999,0.0,0.0018268976004946888,0.0,0.0,0.0,0.0,0.0,0.9977264678770397,0.0,0.002273532122960204,0.0,0.0,0.0,0.0,0.0024750000000000024,7.500000000000232e-05,0.99,0.0074500000000000035,0.005616546281569261,0.001023259692258821,0.0,0.01168380327107255,0.0,7.500000000000001e-05,0.0016013907550993872,0.98
