country,optimization_bound,croplands_to_croplands,croplands_to_forests_mangroves,croplands_to_forests_primary,croplands_to_forests_secondary,croplands_to_grasslands,croplands_to_other,croplands_to_settlements,croplands_to_wetlands,forests_mangroves_to_croplands,forests_mangroves_to_forests_mangroves,forests_mangroves_to_forests_primary,forests_mangroves_to_forests_secondary,forests_mangroves_to_grasslands,forests_mangroves_to_other,forests_mangroves_to_settlements,forests_mangroves_to_wetlands,forests_primary_to_croplands,forests_primary_to_forests_mangroves,forests_primary_to_forests_primary,forests_primary_to_forests_secondary,forests_primary_to_grasslands,forests_primary_to_other,forests_primary_to_settlements,forests_primary_to_wetlands,forests_secondary_to_croplands,forests_secondary_to_forests_mangroves,forests_secondary_to_forests_primary,forests_secondary_to_forests_secondary,forests_secondary_to_grasslands,forests_secondary_to_other,forests_secondary_to_settlements,forests_secondary_to_wetlands,grasslands_to_croplands,grasslands_to_forests_mangroves,grasslands_to_forests_primary,grasslands_to_forests_secondary,grasslands_to_grasslands,grasslands_to_other,grasslands_to_settlements,grasslands_to_wetlands,other_to_croplands,other_to_forests_mangroves,other_to_forests_primary,other_to_forests_secondary,other_to_grasslands,other_to_other,other_to_settlements,other_to_wetlands,settlements_to_croplands,settlements_to_forests_mangroves,settlements_to_forests_primary,settlements_to_forests_secondary,settlements_to_grasslands,settlements_to_other,settlements_to_settlements,settlements_to_wetlands,wetlands_to_croplands,wetlands_to_forests_mangroves,wetlands_to_forests_primary,wetlands_to_forests_secondary,wetlands_to_grasslands,wetlands_to_other,wetlands_to_settlements,wetlands_to_wetlands
ecuador,min_diagonal,0.95,0.00025343179911472316,0.0,0.0026663242324864687,0.042063479324233655,0.0025000000000000005,0.0021794474023380437,0.0007523343589406664,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.000781983051697392,0.0,0.9960938190639059,0.0,0.0030741978843966656,5e-05,0.0,0.0,0.02420000000000002,0.0,0.0005,0.95,0.0005,0.0001,0.01970000000000002,0.005,0.03375336308175194,0.00032460295522496527,0.0,0.0009969943811147664,0.9624250395819083,0.0025,0.0,0.0,0.003446818967493677,0.0010123695959334744,0.0,0.0,0.015617003778692653,0.9799238076578802,0.0,0.0,0.0,0.0,0.0,0.0,0.0050000000000000044,5e-05,0.99,0.004950000000000005,0.0,0.0,0.0,0.009750000000000009,0.00025,5e-05,0.00995000000000001,0.98
el_salvador,max_diagonal,0.9950000000000001,0.0005316847584073475,0.0,0.00021361726560977778,0.0001,0.0027109532709145233,0.0010913127473076276,0.0003524319577606999,0.0007449999999999714,0.9985,0.0,0.0,0.0,7.500000000000001e-06,0.0003724999999999857,0.00037499999999998396,0.003973828091995771,0.0,0.9919055265124804,0.0,0.003,2.5e-05,0.00047923822770074844,0.0006164071678229183,0.0007499999999999729,0.0,0.0,0.9985,0.0,0.0,0.0,0.0007499999999999703,0.008959692448652143,0.013833991728142064,0.0,0.00021265303075544933,0.9646718463050057,0.005000000000000001,0.005503136822686885,0.0018186796647577676,0.0,0.0007499999999999729,0.0,0.0,0.0,0.9985,0.0,0.0007499999999999652,0.0003499999999999866,0.0,0.0,0.00037499999999998646,0.0,5e-05,0.9985,0.0007249999999999731,0.0007499999999999729,0.0007249999999999722,0.0,0.0,0.0,2.5e-05,0.0,0.9985
el_salvador,min_diagonal,0.981201075937436,0.00075,0.0,0.0012284734205876805,0.005791130828307603,0.005000000000000002,0.004127868016755553,0.0019014517969131784,9.926066705956372e-05,0.97,0.0,0.0,0.0,0.029900739332940466,0.0,0.0,0.005033477785921805,0.0,0.9918915222140782,0.0,0.003,7.500000000000001e-05,0.0,0.0,0.04940000000000004,0.0,0.0005,0.95,0.0,0.0001,0.0,0.0,0.0353735230266342,0.013205104965665064,0.0,0.0,0.95,0.001421372007700778,0.0,0.0,0.012500000000000011,0.03750000000000003,0.0,0.0,0.0,0.95,0.0,0.0,0.00995000000000001,0.0,0.0,0.0,0.0,5e-05,0.99,0.0,0.009975000000000008,0.00995000000000001,0.0,0.0,0.0,7.500000000000001e-05,0.0,0.98
guatemala,max_diagonal,0.9912204322116556,0.00075,0.0,0.0,0.0001,0.005,0.0,0.0,0.0,0.96,0.0,0.0,0.03999000000000003,1e-05,0.0,0.0,0.009935084385418099,0.0,0.9861725010045619,0.0,0.0037924146100199512,0.0001,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0001,0.02990000000000003,0.01,0.0,0.002334460638116939,0.0,0.0001343291064997632,0.9905840049524351,0.005000000000000001,0.001204643379801496,0.0007425619231466127,0.0,0.0,0.0,0.0,0.0014999999999999458,0.9985,0.0,0.0,0.0,0.0,0.0,0.0,0.00990000000000001,0.0001,0.99,0.0,0.0,0.0,0.0,0.03990000000000003,0.0,0.0001,0.0,0.96
guatemala,min_diagonal,0.992185703735974,0.00075,0.0,0.0,0.0001,0.005,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.009492456272534143,0.0,0.9861725010045619,0.0,0.004235042722903907,0.0001,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0001,0.03990000000000004,0.01,0.0,0.0014902717790179303,0.0,0.0012340000000000003,0.9909509574511168,0.005,0.0010618433798014958,0.00026292739006378524,0.0,0.0,0.0,0.0,0.0020000000000000018,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.00990000000000001,0.0001,0.99,0.0,0.0,0.01990000000000002,0.0,0.0,0.0,0.0001,0.0,0.98
guyana,max_diagonal,0.8983115219575495,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.030000000000000034,0.01,0.00075,0.0,0.9994677209865175,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.030000000000000034,0.01,0.050000000000000044,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.030000000000000034,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
guyana,min_diagonal,0.95,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000025,0.01,0.00075,0.0,0.9994677209865175,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.04000000000000004,0.01,0.018684862792576723,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.04000000000000004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
haiti,max_diagonal,0.995,3.141832657848057e-05,0.0,0.00018348148148148038,0.0017296126964175683,0.0011152451642528253,0.0009561957065201624,0.0009840466247495161,0.010943032896728256,0.9890569671032717,0.0,0.0,0.0,0.0,0.0,0.0,0.00703439925033462,0.0,0.9899656007496653,0.0,0.003,0.0,0.0,0.0,0.0014999999999999489,0.0,0.0,0.9985,0.0,0.0,0.0,0.0,0.006782569673803541,0.0,0.0,0.0,0.9932174303261964,0.0,0.0,0.0,0.001499999999999945,0.0,0.0,0.0,0.0,0.9985,0.0,0.0,0.0014999999999999458,0.0,0.0,0.0,0.0,0.0,0.9985,0.0,0.0014999999999999454,0.0,0.0,0.0,0.0,0.0,0.0,0.9985
haiti,min_diagonal,0.9689770738483803,0.0003629567611424041,0.0,0.0013259259259259274,0.01741593925925926,0.004587614824378297,0.001434544665334446,0.005895944715579382,0.030000000000000027,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.007082666114580324,0.0,0.9899173338854197,0.0,0.003,0.0,0.0,0.0,0.04950000000000005,0.0,0.0005,0.95,0.0,0.0,0.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.98
honduras,max_diagonal,0.9707886492933931,0.0,0.0,0.0,0.027584545465453785,0.0014604256460257624,0.0,0.0005219780489427563,0.0,0.96,0.0,0.0,0.03636590534378464,5e-06,0.0,0.003629094656215395,0.00075,0.0,0.9967076496890541,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.030000000000000034,0.01,0.02690161053482463,0.0014781894948558457,0.0,0.0,0.969804227830586,0.0014702957228620716,0.00034567641687160413,0.0,0.0,0.0,0.0,0.0,0.01053244148285426,0.988986107253991,0.00048145126315472613,0.0,0.0,0.0,0.0,0.0,0.003067013689384001,5e-05,0.9919079863106159,0.004975000000000002,0.0035297143857817214,0.010000000000000009,0.0,0.0,0.00025,0.0,0.00037499999999998646,0.9858452856142182
honduras,min_diagonal,0.963090622966368,0.0,0.0,0.0,0.03108355538682479,0.0033333333333333335,0.0010962695677449441,0.0013435571550144767,0.0,0.9700000000000001,0.0,0.0,0.010000000000000009,0.020000000000000018,0.0,0.0,0.0007500000000000001,0.0,0.9966935374455804,0.0,0.0030000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.9499999999999998,0.0,0.0,0.04000000000000004,0.01,0.02942502133962531,0.001520417006220704,0.0,0.0,0.9657212283208206,0.003333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.014003111285450792,0.9859968887145492,0.0,0.0,0.0,0.0,0.0,0.0,0.009966666666666676,3.3333333333333335e-05,0.9899999999999999,0.0,0.012262355030324704,0.005110597484050921,0.0,0.0,0.0005,0.0,0.0,0.9821270474856244
