iso_code3,year,time_period,frac_enfu_transmission_loss_fuel_electricity
BOL,2025,10,0.10428657311381383
BOL,2026,11,0.10428657311381383
BOL,2027,12,0.10428657311381383
BOL,2028,13,0.10428657311381383
BOL,2029,14,0.10428657311381383
BOL,2030,15,0.10428657311381383
BOL,2031,16,0.10428657311381383
BOL,2032,17,0.10428657311381383
BOL,2033,18,0.10428657311381383
BOL,2034,19,0.10428657311381383
BOL,2035,20,0.10428657311381383
BOL,2036,21,0.10428657311381383
BOL,2037,22,0.10428657311381383
BOL,2038,23,0.10428657311381383
BOL,2039,24,0.10428657311381383
BOL,2040,25,0.10428657311381383
BOL,2041,26,0.10428657311381383
BOL,2042,27,0.10428657311381383
BOL,2043,28,0.10428657311381383
BOL,2044,29,0.10428657311381383
BOL,2045,30,0.10428657311381383
BOL,2046,31,0.10428657311381383
BOL,2047,32,0.10428657311381383
BOL,2048,33,0.10428657311381383
BOL,2049,34,0.10428657311381383
BOL,2050,35,0.10428657311381383
BRA,2010,-5,0.166258519229464
