year,time_period,iso_code3,nemomod_entc_frac_min_share_production_pp_coal,nemomod_entc_frac_min_share_production_pp_gas,nemomod_entc_frac_min_share_production_pp_geothermal,nemomod_entc_frac_min_share_production_pp_hydropower,nemomod_entc_frac_min_share_production_pp_nuclear,nemomod_entc_frac_min_share_production_pp_oil,nemomod_entc_frac_min_share_production_pp_solar,nemomod_entc_frac_min_share_production_pp_wind
2016,1,CRI,0.0,0.0,0.11716474634,0.73491489335,0.0,0.00022872681,0.00658294141,0.1258237354
2017,2,CRI,0.0,0.0,0.11716474634,0.73491489335,0.0,0.00022872681,0.00658294141,0.1258237354
2018,3,CRI,0.0,0.0,0.11716474634,0.73491489335,0.0,0.00022872681,0.00658294141,0.1258237354
2019,4,CRI,0.0,0.0,0.11716474634,0.73491489335,0.0,0.00022872681,0.00658294141,0.1258237354
2020,5,CRI,0.0,0.0,0.11716474634,0.73491489335,0.0,0.00022872681,0.00658294141,0.1258237354
2021,6,CRI,0.0,0.0,0.11716474634,0.73491489335,0.0,0.00022872681,0.00658294141,0.1258237354
2022,7,CRI,0.0,0.0,0.12077926432,0.75214041006,0.0,0.0081424818,0.0058561901,0.10273209442
2023,8,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2024,9,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2025,10,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2026,11,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2027,12,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2028,13,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2029,14,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2030,15,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2031,16,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2032,17,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2033,18,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2034,19,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2035,20,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2036,21,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2037,22,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2038,23,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2039,24,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2040,25,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2041,26,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2042,27,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2043,28,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2044,29,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2045,30,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2046,31,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2047,32,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2048,33,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2049,34,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2050,35,CRI,0.0,0.0,0.11889367402,0.74315435234,0.0,0.00401410293,0.0062353154,0.11477834083
2010,-5,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2011,-4,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2012,-3,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2013,-2,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2014,-1,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2015,0,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2016,1,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2017,2,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2018,3,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2019,4,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2020,5,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2021,6,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2022,7,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2023,8,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2024,9,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2025,10,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2026,11,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2027,12,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2028,13,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2029,14,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2030,15,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2031,16,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2032,17,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2033,18,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2034,19,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2035,20,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2036,21,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2037,22,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2038,23,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2039,24,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2040,25,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2041,26,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2042,27,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2043,28,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2044,29,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2045,30,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2046,31,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2047,32,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2048,33,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2049,34,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2050,35,DOM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2010,-5,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2011,-4,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2012,-3,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2013,-2,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2014,-1,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2015,0,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2016,1,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2017,2,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2018,3,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2019,4,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2020,5,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2021,6,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2022,7,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2023,8,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2024,9,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2025,10,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2026,11,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2027,12,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2028,13,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2029,14,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2030,15,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2031,16,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2032,17,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2033,18,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2034,19,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2035,20,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2036,21,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2037,22,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2038,23,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2039,24,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2040,25,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2041,26,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2042,27,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2043,28,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2044,29,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2045,30,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2046,31,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2047,32,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2048,33,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2049,34,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2050,35,ECU,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2010,-5,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2011,-4,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2012,-3,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2013,-2,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2014,-1,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2015,0,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2016,1,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2017,2,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2018,3,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2019,4,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2020,5,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2021,6,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2022,7,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2023,8,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2024,9,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2025,10,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2026,11,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2027,12,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2028,13,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2029,14,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2030,15,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2031,16,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2032,17,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2033,18,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2034,19,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2035,20,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2036,21,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2037,22,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2038,23,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2039,24,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2040,25,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2041,26,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2042,27,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2043,28,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2044,29,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2045,30,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2046,31,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2047,32,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2048,33,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2049,34,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2050,35,GTM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2010,-5,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2011,-4,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2012,-3,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2013,-2,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2014,-1,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2015,0,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2016,1,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2017,2,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2018,3,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2019,4,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2020,5,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2021,6,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2022,7,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2023,8,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2024,9,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2025,10,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2026,11,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2027,12,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2028,13,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2029,14,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2030,15,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2031,16,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2032,17,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2033,18,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2034,19,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2035,20,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2036,21,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2037,22,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2038,23,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2039,24,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2040,25,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2041,26,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2042,27,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2043,28,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2044,29,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2045,30,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2046,31,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2047,32,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2048,33,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2049,34,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2050,35,GUY,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2010,-5,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2011,-4,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2012,-3,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2013,-2,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2014,-1,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2015,0,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2016,1,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2017,2,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2018,3,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2019,4,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2020,5,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2021,6,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2022,7,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2023,8,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2024,9,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2025,10,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2026,11,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2027,12,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2028,13,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2029,14,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2030,15,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2031,16,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2032,17,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2033,18,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2034,19,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2035,20,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2036,21,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2037,22,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2038,23,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2039,24,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2040,25,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2041,26,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2042,27,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2043,28,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2044,29,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2045,30,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2046,31,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2047,32,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2048,33,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2049,34,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2050,35,HND,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2010,-5,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2011,-4,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2012,-3,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2013,-2,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2014,-1,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2015,0,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2016,1,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2017,2,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2018,3,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2019,4,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2020,5,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2021,6,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2022,7,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2023,8,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2024,9,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2025,10,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2026,11,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2027,12,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2028,13,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2029,14,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2030,15,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2031,16,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2032,17,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2033,18,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2034,19,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2035,20,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2036,21,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2037,22,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2038,23,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2039,24,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2040,25,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2041,26,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2042,27,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2043,28,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2044,29,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2045,30,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2046,31,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2047,32,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2048,33,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2049,34,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2050,35,HTI,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2010,-5,JAM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2011,-4,JAM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2012,-3,JAM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2013,-2,JAM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2014,-1,JAM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
2015,0,JAM,0.078,0.3172,0.0065,0.3853,0.0269,0.072,0.0146,0.0546
