iso_code3,time_period,cost_enfu_fuel_biofuels_usd_per_m3,cost_enfu_fuel_biogas_usd_per_mmbtu,cost_enfu_fuel_biomass_usd_per_tonne,cost_enfu_fuel_coal_usd_per_tonne,cost_enfu_fuel_coke_usd_per_tonne,cost_enfu_fuel_crude_usd_per_m3,cost_enfu_fuel_diesel_usd_per_m3,cost_enfu_fuel_electricity_usd_per_mmbtu,cost_enfu_fuel_furnace_gas_usd_per_m3,cost_enfu_fuel_gasoline_usd_per_m3,cost_enfu_fuel_hydrocarbon_gas_liquids_usd_per_mmbtu,cost_enfu_fuel_hydrogen_usd_per_m3,cost_enfu_fuel_kerosene_usd_per_m3,cost_enfu_fuel_natural_gas_usd_per_mmbtu,cost_enfu_fuel_oil_usd_per_m3,cost_enfu_fuel_waste_usd_per_mmbtu
BHS,12,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,13,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,14,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,15,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,16,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,17,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,18,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,19,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,20,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,21,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,22,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,23,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,24,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,25,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,26,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,27,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,28,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,29,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,30,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,31,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,32,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,33,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,34,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BHS,35,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,0,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,1,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,2,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,3,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,4,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,5,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,6,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,7,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,8,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,9,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,10,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,11,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,12,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,13,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,14,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,15,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,16,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,17,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,18,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,19,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,20,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,21,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,22,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,23,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,24,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,25,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,26,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,27,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,28,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,29,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,30,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,31,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,32,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,33,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,34,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BLZ,35,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1660.5205082032812,55.84952359856443,13725.646258503399,1917.9128015933723,187.58005685984156,5753.738404780115,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BOL,0,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1192.0,55.84952359856443,13725.646258503399,1368.0,187.58005685984156,4104.0,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BOL,1,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1192.0,55.84952359856443,13725.646258503399,1368.0,187.58005685984156,4104.0,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BOL,2,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1192.0,55.84952359856443,13725.646258503399,1368.0,187.58005685984156,4104.0,274.088906795137,6.239751838321392,524.8036497480927,9380.0
BOL,3,521.090316974692,22000.0,209.78,104.889166666667,187.7075,367.3625548236649,1192.0,55.84952359856443,13725.646258503399,1368.0,187.58005685984156,4104.0,274.088906795137,6.239751838321392,524.8036497480927,9380.0
