year,country,nemomod_entc_residual_capacity_pp_biomass_gw,nemomod_entc_residual_capacity_pp_coal_gw,nemomod_entc_residual_capacity_pp_gas_gw,nemomod_entc_residual_capacity_pp_geothermal_gw,nemomod_entc_residual_capacity_pp_hydropower_gw,nemomod_entc_residual_capacity_pp_nuclear_gw,nemomod_entc_residual_capacity_pp_oil_gw,nemomod_entc_residual_capacity_pp_solar_gw,nemomod_entc_residual_capacity_pp_waste_incineration_gw,nemomod_entc_residual_capacity_pp_wind_gw
2004,guatemala,0.52,0.139,0.0,0.0286,0.6892,0.0,0.5263,0.0,0.0,0.0
2005,guatemala,0.52,0.139,0.0,0.0286,0.7075,0.0,0.5263,0.0,0.0,0.0
2006,guatemala,0.52,0.139,0.0,0.0286,0.7256,0.0,0.5263,0.0,0.0,0.0
2007,guatemala,0.52,0.139,0.0,0.0538,0.7516,0.0,0.6238,0.0,0.0,0.0
2008,guatemala,0.52,0.159,0.0,0.0538,0.7516,0.0,0.7938,0.0,0.0,0.0
2009,guatemala,0.52,0.159,0.0,0.0538,0.7516,0.0,0.8528,0.0,0.0,0.0
2010,guatemala,0.52,0.159,0.0,0.0538,0.8456,0.0,0.8528,0.03,0.0,0.0
2011,guatemala,0.6068,0.159,0.0,0.0538,0.8796,0.0,0.8528,0.03,0.0,0.0
2012,guatemala,0.6402000000000001,0.242,0.0,0.0538,0.9646,0.0,0.8528,0.03,0.0,0.0
2013,guatemala,0.6402000000000001,0.2722,0.0,0.0538,0.9667000000000001,0.0,0.8764,0.03,0.0,0.0
2014,guatemala,0.8801,0.2722,0.0,0.0538,0.9667000000000001,0.0,0.8764,0.035,0.0,0.0
2015,guatemala,0.8801,0.2722,0.0,0.0538,1.0076,0.0,0.8764,0.115,0.005900000000000001,0.0711
2016,guatemala,0.7981,0.5722,0.0,0.0538,1.0076,0.0,0.8764,0.115,0.005900000000000001,0.0711
2017,guatemala,0.7981,0.5722,0.0,0.0538,1.0076,0.0,0.9564,0.115,0.005900000000000001,0.0711
2018,guatemala,0.7981,0.5722,0.0,0.0538,1.0076,0.0,0.9734,0.115,0.005900000000000001,0.0711
2019,guatemala,0.6256,0.5722,0.0,0.0538,1.0076,0.0,0.9734,0.115,0.005900000000000001,0.0711
2020,guatemala,0.44310000000000005,0.5722,0.0,0.0538,1.0076,0.0,0.9734,0.115,0.005900000000000001,0.0711
2021,guatemala,0.4151,0.5722,0.0,0.0538,1.0076,0.0,0.9734,0.115,0.005900000000000001,0.0711
2022,guatemala,0.4151,0.5722,0.0,0.0538,1.0076,0.0,0.9734,0.115,0.005900000000000001,0.0711
2023,guatemala,0.4151,0.5722,0.0,0.0538,1.0076,0.0,0.9734,0.115,0.005900000000000001,0.0711
2024,guatemala,0.4151,0.5722,0.0,0.0538,1.0076,0.0,0.9734,0.115,0.005900000000000001,0.0711
2025,guatemala,0.4151,0.5722,0.0,0.0538,1.0076,0.0,0.9095,0.115,0.005900000000000001,0.0711
2026,guatemala,0.36510000000000004,0.5722,0.0,0.0538,1.0076,0.0,0.9095,0.115,0.005900000000000001,0.0711
2027,guatemala,0.36510000000000004,0.5722,0.0,0.0538,1.0016,0.0,0.9095,0.115,0.005900000000000001,0.0711
2028,guatemala,0.36510000000000004,0.5722,0.0,0.0538,1.0016,0.0,0.9095,0.115,0.005900000000000001,0.0711
2029,guatemala,0.36010000000000003,0.5722,0.0,0.0252,1.0016,0.0,0.9095,0.115,0.005900000000000001,0.0711
2030,guatemala,0.36010000000000003,0.5722,0.0,0.0252,1.0016,0.0,0.9095,0.115,0.005900000000000001,0.0711
2031,guatemala,0.36010000000000003,0.5722,0.0,0.0252,1.0016,0.0,0.9095,0.115,0.005900000000000001,0.0711
2032,guatemala,0.36010000000000003,0.5722,0.0,0.0252,1.0016,0.0,0.9095,0.115,0.005900000000000001,0.0711
2033,guatemala,0.36010000000000003,0.5722,0.0,0.0252,1.0016,0.0,0.9095,0.115,0.005900000000000001,0.0711
2034,guatemala,0.36010000000000003,0.5722,0.0,0.0252,1.0016,0.0,0.9095,0.115,0.005900000000000001,0.0711
2035,guatemala,0.36010000000000003,0.5722,0.0,0.0252,1.0016,0.0,0.8325,0.115,0.005900000000000001,0.0
2036,guatemala,0.27330000000000004,0.5722,0.0,0.0252,1.0016,0.0,0.8325,0.115,0.005900000000000001,0.0
2037,guatemala,0.2399,0.5722,0.0,0.0,1.0016,0.0,0.7625000000000001,0.115,0.005900000000000001,0.0
2038,guatemala,0.2399,0.5722,0.0,0.0,0.9996,0.0,0.6273,0.115,0.005900000000000001,0.0
2039,guatemala,0.0,0.5722,0.0,0.0,0.9996,0.0,0.6273,0.115,0.005900000000000001,0.0
2040,guatemala,0.0,0.5722,0.0,0.0,0.9996,0.0,0.4979,0.085,0.0,0.0
2041,guatemala,0.0,0.5722,0.0,0.0,0.9996,0.0,0.4629,0.085,0.0,0.0
2042,guatemala,0.0,0.5722,0.0,0.0,0.9996,0.0,0.4629,0.085,0.0,0.0
2043,guatemala,0.0,0.5722,0.0,0.0,0.9996,0.0,0.44710000000000005,0.085,0.0,0.0
2044,guatemala,0.0,0.5722,0.0,0.0,0.9996,0.0,0.44710000000000005,0.08,0.0,0.0
2045,guatemala,0.0,0.5722,0.0,0.0,0.9996,0.0,0.44710000000000005,0.0,0.0,0.0
2046,guatemala,0.0,0.5722,0.0,0.0,0.9996,0.0,0.44710000000000005,0.0,0.0,0.0
2047,guatemala,0.0,0.5722,0.0,0.0,0.9996,0.0,0.3496,0.0,0.0,0.0
2048,guatemala,0.0,0.5722,0.0,0.0,0.9996,0.0,0.1796,0.0,0.0,0.0
2049,guatemala,0.0,0.5722,0.0,0.0,0.9996,0.0,0.1206,0.0,0.0,0.0
2050,guatemala,0.0,0.4332,0.0,0.0,0.9996,0.0,0.1206,0.0,0.0,0.0
2051,guatemala,0.0,0.4332,0.0,0.0,0.9996,0.0,0.1206,0.0,0.0,0.0
2052,guatemala,0.0,0.4332,0.0,0.0,0.9996,0.0,0.1206,0.0,0.0,0.0
2053,guatemala,0.0,0.4332,0.0,0.0,0.9996,0.0,0.097,0.0,0.0,0.0
2054,guatemala,0.0,0.4332,0.0,0.0,0.9996,0.0,0.097,0.0,0.0,0.0
2055,guatemala,0.0,0.4332,0.0,0.0,0.9996,0.0,0.097,0.0,0.0,0.0
1996,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0
1997,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0
1998,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0
1999,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0
2000,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0
2001,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0
2002,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0
2003,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0
2004,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0
2005,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0
2006,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0
2007,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0803,0.0,0.0,0.0
2008,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.0803,0.0,0.0,0.0
2009,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.0803,0.0,0.0,0.0
2010,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.0803,0.0,0.0,0.0
2011,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.0803,0.0,0.0,0.0
2012,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.0803,0.0,0.0,0.0
2013,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.0803,0.0,0.0,0.0
2014,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.0803,0.0,0.0,0.0
2015,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2016,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2017,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2018,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2019,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2020,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2021,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2022,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2023,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2024,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2025,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2026,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2027,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2028,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2029,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2030,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2031,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2032,guyana,0.03,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2033,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2034,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2035,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0
2036,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0843,0.0,0.0,0.0
2037,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0843,0.0,0.0,0.0
2038,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0843,0.0,0.0,0.0
2039,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0843,0.0,0.0,0.0
2040,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0623,0.0,0.0,0.0
2041,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0623,0.0,0.0,0.0
2042,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0623,0.0,0.0,0.0
2043,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0623,0.0,0.0,0.0
2044,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0623,0.0,0.0,0.0
2045,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0623,0.0,0.0,0.0
2046,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0623,0.0,0.0,0.0
2047,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0
2048,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0
2049,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0
2050,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0
2051,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0
2052,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0
2053,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0
2054,guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0
1961,honduras,0.0,0.0,0.0,0.0,0.0128,0.0,0.0,0.0,0.0,0.0
1962,honduras,0.0,0.0,0.0,0.0,0.0128,0.0,0.0,0.0,0.0,0.0
1963,honduras,0.0,0.0,0.0,0.0,0.0128,0.0,0.0,0.0,0.0,0.0
1964,honduras,0.0,0.0,0.0,0.0,0.0256,0.0,0.0,0.0,0.0,0.0
1965,honduras,0.0,0.0,0.0,0.0,0.0256,0.0,0.0,0.0,0.0,0.0
1966,honduras,0.0,0.0,0.0,0.0,0.0256,0.0,0.0,0.0,0.0,0.0
1967,honduras,0.0,0.0,0.0,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1968,honduras,0.0,0.0,0.0,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1969,honduras,0.0,0.0,0.0,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1970,honduras,0.0,0.0,0.0,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1971,honduras,0.0,0.0,0.0,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1972,honduras,0.0,0.0,0.039200000000000006,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1973,honduras,0.0,0.0,0.039200000000000006,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1974,honduras,0.0,0.0,0.039200000000000006,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1975,honduras,0.0,0.0,0.039200000000000006,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1976,honduras,0.0,0.0,0.039200000000000006,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1977,honduras,0.0,0.0,0.039200000000000006,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1978,honduras,0.0,0.0,0.039200000000000006,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1979,honduras,0.0,0.0,0.039200000000000006,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1980,honduras,0.0,0.0,0.039200000000000006,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1981,honduras,0.0,0.0,0.039200000000000006,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1982,honduras,0.0,0.0,0.039200000000000006,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1983,honduras,0.0,0.0,0.039200000000000006,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1984,honduras,0.012,0.0,0.039200000000000006,0.0,0.03447,0.0,0.0,0.0,0.0,0.0
1985,honduras,0.012,0.0,0.039200000000000006,0.0,0.05697,0.0,0.0,0.0,0.0,0.0
1986,honduras,0.012,0.0,0.039200000000000006,0.0,0.05697,0.0,0.231,0.0,0.0,0.0
1987,honduras,0.012,0.0,0.039200000000000006,0.0,0.05697,0.0,0.231,0.0,0.0,0.0
1988,honduras,0.012,0.0,0.039200000000000006,0.0,0.05697,0.0,0.231,0.0,0.0,0.0
1989,honduras,0.012,0.0,0.039200000000000006,0.0,0.13697,0.0,0.231,0.0,0.0,0.0
1990,honduras,0.012,0.0,0.039200000000000006,0.0,0.13697,0.0,0.231,0.0,0.0,0.0
1991,honduras,0.012,0.0,0.039200000000000006,0.0,0.13697,0.0,0.231,0.0,0.0,0.0
1992,honduras,0.012,0.0,0.039200000000000006,0.0,0.13697,0.0,0.231,0.0,0.0,0.0
1993,honduras,0.012,0.0,0.039200000000000006,0.0,0.13697,0.0,0.231,0.0,0.0,0.0
1994,honduras,0.012,0.0,0.039200000000000006,0.0,0.13697,0.0,0.231,0.0,0.0,0.0
1995,honduras,0.012,0.0,0.039200000000000006,0.0,0.13697,0.0,0.231,0.0,0.0,0.0
1996,honduras,0.012,0.0,0.039200000000000006,0.0,0.13697,0.0,0.231,0.0,0.0,0.0
1997,honduras,0.016,0.0,0.0,0.0,0.13697,0.0,0.231,0.0,0.0,0.0
1998,honduras,0.016,0.0,0.0,0.0,0.13697,0.0,0.231,0.0,0.0,0.0
1999,honduras,0.016,0.0,0.0,0.0,0.14297,0.0,0.231,0.0,0.0,0.0
2000,honduras,0.016,0.0,0.0,0.0,0.14297,0.0,0.231,0.0,0.0,0.0
2001,honduras,0.016,0.0,0.0,0.0,0.14297,0.0,0.231,0.0,0.0,0.0
2002,honduras,0.016,0.0,0.0,0.0,0.14297,0.0,0.231,0.0,0.0,0.0
2003,honduras,0.016,0.0,0.0,0.0,0.14297,0.0,0.231,0.0,0.0,0.0
2004,honduras,0.042,0.0,0.0,0.0,0.14297,0.0,0.231,0.0,0.0,0.0
2005,honduras,0.042,0.0,0.0,0.0,0.14297,0.0,0.231,0.0,0.0,0.0
2006,honduras,0.042,0.0,0.0,0.0,0.14297,0.0,0.231,0.0,0.0,0.0
2007,honduras,0.042,0.0,0.0,0.0,0.14297,0.0,0.231,0.0,0.0,0.0
2008,honduras,0.042,0.0,0.0,0.0,0.14297,0.0,0.231,0.0259,0.0,0.0
2009,honduras,0.03,0.0,0.0,0.0,0.14297,0.0,0.311,0.0259,0.0,0.0
2010,honduras,0.03,0.0,0.0,0.0,0.14297,0.0,0.391,0.07890000000000001,0.0,0.0
2011,honduras,0.03,0.0,0.0,0.0,0.14297,0.0,0.391,0.07890000000000001,0.0,0.0
2012,honduras,0.03,0.0,0.0,0.0,0.17997,0.0,0.391,0.0849,0.0,0.0
2013,honduras,0.03,0.0,0.0,0.0,0.47997,0.0,0.391,0.145,0.0,0.0
2014,honduras,0.03,0.0,0.0,0.0,0.47997,0.0,0.391,0.145,0.0,0.0
2015,honduras,0.03,0.0,0.0,0.0,0.47997,0.0,0.391,0.5264500000000001,0.0,0.0
2016,honduras,0.03,0.0,0.0,0.0,0.47997,0.0,0.762,0.5264500000000001,0.0,0.126
2017,honduras,0.03,0.0,0.0,0.039,0.47997,0.0,0.762,0.5414500000000001,0.0024500000000000004,0.126
2018,honduras,0.038,0.0,0.0,0.039,0.51517,0.0,0.7886000000000001,0.60445,0.0024500000000000004,0.126
2019,honduras,0.038,0.0,0.0,0.039,0.51517,0.0,0.7886000000000001,0.60445,0.0024500000000000004,0.126
2020,honduras,0.038,0.0,0.0,0.039,0.51517,0.0,0.7886000000000001,0.60445,0.0024500000000000004,0.126
2021,honduras,0.038,0.0,0.0,0.039,0.51517,0.0,0.7886000000000001,0.60445,0.0024500000000000004,0.126
2022,honduras,0.034,0.0,0.0,0.039,0.51517,0.0,0.7886000000000001,0.60445,0.0024500000000000004,0.126
2023,honduras,0.034,0.0,0.0,0.039,0.51517,0.0,0.7886000000000001,0.60445,0.0024500000000000004,0.126
2024,honduras,0.034,0.0,0.0,0.039,0.51517,0.0,0.7886000000000001,0.60445,0.0024500000000000004,0.126
2025,honduras,0.034,0.0,0.0,0.039,0.51517,0.0,0.7886000000000001,0.60445,0.0024500000000000004,0.126
2026,honduras,0.034,0.0,0.0,0.039,0.51517,0.0,0.5576,0.60445,0.0024500000000000004,0.126
2027,honduras,0.034,0.0,0.0,0.039,0.51517,0.0,0.5576,0.60445,0.0024500000000000004,0.126
2028,honduras,0.034,0.0,0.0,0.039,0.51517,0.0,0.5576,0.60445,0.0024500000000000004,0.126
2029,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.60445,0.0024500000000000004,0.126
2030,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.60445,0.0024500000000000004,0.126
2031,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.60445,0.0024500000000000004,0.126
2032,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.60445,0.0024500000000000004,0.126
2033,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.60445,0.0024500000000000004,0.126
2034,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.60445,0.0024500000000000004,0.126
2035,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.60445,0.0024500000000000004,0.126
2036,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.60445,0.0024500000000000004,0.0
2037,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.60445,0.0024500000000000004,0.0
2038,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.57855,0.0024500000000000004,0.0
2039,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.57855,0.0024500000000000004,0.0
2040,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.52555,0.0024500000000000004,0.0
2041,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.52555,0.0024500000000000004,0.0
2042,honduras,0.008,0.0,0.0,0.039,0.51517,0.0,0.5576,0.51955,0.0,0.0
2043,honduras,0.0,0.0,0.0,0.039,0.51517,0.0,0.5576,0.45945,0.0,0.0
2044,honduras,0.0,0.0,0.0,0.039,0.51517,0.0,0.5576,0.45945,0.0,0.0
2045,honduras,0.0,0.0,0.0,0.039,0.51517,0.0,0.5576,0.078,0.0,0.0
2046,honduras,0.0,0.0,0.0,0.039,0.51517,0.0,0.5576,0.078,0.0,0.0
2047,honduras,0.0,0.0,0.0,0.0,0.51517,0.0,0.5576,0.063,0.0,0.0
2048,honduras,0.0,0.0,0.0,0.0,0.51517,0.0,0.5576,0.0,0.0,0.0
2049,honduras,0.0,0.0,0.0,0.0,0.51517,0.0,0.4776,0.0,0.0,0.0
2050,honduras,0.0,0.0,0.0,0.0,0.51517,0.0,0.3976,0.0,0.0,0.0
2051,honduras,0.0,0.0,0.0,0.0,0.51517,0.0,0.3976,0.0,0.0,0.0
2052,honduras,0.0,0.0,0.0,0.0,0.51517,0.0,0.3976,0.0,0.0,0.0
2053,honduras,0.0,0.0,0.0,0.0,0.51517,0.0,0.3976,0.0,0.0,0.0
2054,honduras,0.0,0.0,0.0,0.0,0.51517,0.0,0.3976,0.0,0.0,0.0
2055,honduras,0.0,0.0,0.0,0.0,0.51517,0.0,0.3976,0.0,0.0,0.0
1945,jamaica,0.0,0.0,0.0,0.0,0.0036000000000000003,0.0,0.0,0.0,0.0,0.0
1946,jamaica,0.0,0.0,0.0,0.0,0.0036000000000000003,0.0,0.0,0.0,0.0,0.0
1947,jamaica,0.0,0.0,0.0,0.0,0.0036000000000000003,0.0,0.0,0.0,0.0,0.0
1948,jamaica,0.0,0.0,0.0,0.0,0.0036000000000000003,0.0,0.0,0.0,0.0,0.0
1949,jamaica,0.0,0.0,0.0,0.0,0.0036000000000000003,0.0,0.0,0.0,0.0,0.0
1950,jamaica,0.0,0.0,0.0,0.0,0.0036000000000000003,0.0,0.0,0.0,0.0,0.0
1951,jamaica,0.0,0.0,0.0,0.0,0.0036000000000000003,0.0,0.0,0.0,0.0,0.0
1952,jamaica,0.0,0.0,0.0,0.0,0.008400000000000001,0.0,0.0,0.0,0.0,0.0
1953,jamaica,0.0,0.0,0.0,0.0,0.008400000000000001,0.0,0.0,0.0,0.0,0.0
1954,jamaica,0.0,0.0,0.0,0.0,0.008400000000000001,0.0,0.0,0.0,0.0,0.0
1955,jamaica,0.0,0.0,0.0,0.0,0.008400000000000001,0.0,0.0,0.0,0.0,0.0
1956,jamaica,0.0,0.0,0.0,0.0,0.008400000000000001,0.0,0.0,0.0,0.0,0.0
1957,jamaica,0.0,0.0,0.0,0.0,0.008400000000000001,0.0,0.0,0.0,0.0,0.0
1958,jamaica,0.0,0.0,0.0,0.0,0.008400000000000001,0.0,0.0,0.0,0.0,0.0
1959,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1960,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1961,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1962,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1963,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1964,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1965,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1966,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1967,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1968,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1969,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1970,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1971,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1972,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1973,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1974,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1975,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1976,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1977,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1978,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1979,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1980,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1981,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1982,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1983,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1984,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1985,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1986,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1987,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1988,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1989,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1990,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1991,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
1992,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.1225,0.0,0.0,0.0
1993,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.1225,0.0,0.0,0.0
1994,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.1225,0.0,0.0,0.0
1995,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.1225,0.0,0.0,0.0
1996,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.1225,0.0,0.0,0.0
1997,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.1865,0.0,0.0,0.0
1998,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.1865,0.0,0.0,0.0
1999,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.1865,0.0,0.0,0.0
2000,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.1865,0.0,0.0,0.0
2001,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.1865,0.0,0.0,0.0
2002,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.1865,0.0,0.0,0.0
2003,jamaica,0.0,0.0,0.0,0.0,0.0148,0.0,0.1865,0.0,0.0,0.0
