year,country,nemomod_entc_residual_capacity_pp_biomass_gw,nemomod_entc_residual_capacity_pp_coal_gw,nemomod_entc_residual_capacity_pp_gas_gw,nemomod_entc_residual_capacity_pp_geothermal_gw,nemomod_entc_residual_capacity_pp_hydropower_gw,nemomod_entc_residual_capacity_pp_nuclear_gw,nemomod_entc_residual_capacity_pp_oil_gw,nemomod_entc_residual_capacity_pp_solar_gw,nemomod_entc_residual_capacity_pp_waste_incineration_gw,nemomod_entc_residual_capacity_pp_wind_gw
2043,dominican_republic,0.0,0.045,0.0,0.0,0.22709000000000001,0.0,0.1421,0.055,0.0,0.0
2044,dominican_republic,0.0,0.045,0.0,0.0,0.22709000000000001,0.0,0.1421,0.055,0.0,0.0
2045,dominican_republic,0.0,0.045,0.0,0.0,0.22709000000000001,0.0,0.1421,0.025,0.0,0.0
2046,dominican_republic,0.0,0.045,0.0,0.0,0.22709000000000001,0.0,0.1421,0.0,0.0,0.0
2047,dominican_republic,0.0,0.045,0.0,0.0,0.22709000000000001,0.0,0.1421,0.0,0.0,0.0
2048,dominican_republic,0.0,0.045,0.0,0.0,0.22709000000000001,0.0,0.1421,0.0,0.0,0.0
2049,dominican_republic,0.0,0.045,0.0,0.0,0.22709000000000001,0.0,0.1421,0.0,0.0,0.0
2050,dominican_republic,0.0,0.045,0.0,0.0,0.22709000000000001,0.0,0.1421,0.0,0.0,0.0
2051,dominican_republic,0.0,0.0,0.0,0.0,0.22709000000000001,0.0,0.1421,0.0,0.0,0.0
2052,dominican_republic,0.0,0.0,0.0,0.0,0.22709000000000001,0.0,0.1421,0.0,0.0,0.0
2053,dominican_republic,0.0,0.0,0.0,0.0,0.22709000000000001,0.0,0.1421,0.0,0.0,0.0
2054,dominican_republic,0.0,0.0,0.0,0.0,0.13109,0.0,0.1421,0.0,0.0,0.0
2055,dominican_republic,0.0,0.0,0.0,0.0,0.13109,0.0,0.1421,0.0,0.0,0.0
1959,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1960,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1961,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1962,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1963,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1964,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1965,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1966,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1967,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1968,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1969,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1970,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1971,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1972,ecuador,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1973,ecuador,0.0,0.0,0.0,0.0,1.1209200000000001,0.0,0.0,0.0,0.0,0.0
1974,ecuador,0.0,0.0,0.0,0.0,1.1209200000000001,0.0,0.0,0.0,0.0,0.0
1975,ecuador,0.0,0.0,0.0,0.0,1.1209200000000001,0.0,0.0,0.0,0.0,0.0
1976,ecuador,0.0,0.0,0.0,0.0,1.1209200000000001,0.0,0.0,0.0,0.0,0.0
1977,ecuador,0.0,0.0,0.0,0.0,1.1209200000000001,0.0,0.0,0.0,0.0,0.0
1978,ecuador,0.0,0.0,0.146,0.0,1.1209200000000001,0.0,0.0,0.0,0.0,0.0
1979,ecuador,0.0,0.0,0.146,0.0,1.1209200000000001,0.0,0.0,0.0,0.0,0.0
1980,ecuador,0.0,0.0,0.146,0.0,1.1209200000000001,0.0,0.0,0.0,0.0,0.0
1981,ecuador,0.0,0.0,0.146,0.0,1.1389200000000002,0.0,0.0,0.0,0.0,0.0
1982,ecuador,0.0,0.0,0.146,0.0,1.1389200000000002,0.0,0.0,0.0,0.0,0.0
1983,ecuador,0.0,0.0,0.146,0.0,1.1389200000000002,0.0,0.0,0.0,0.0,0.0
1984,ecuador,0.0,0.0,0.146,0.0,1.1389200000000002,0.0,0.0,0.0,0.0,0.0
1985,ecuador,0.0,0.0,0.146,0.0,1.1389200000000002,0.0,0.0523,0.0,0.0,0.0
1986,ecuador,0.0,0.0,0.241,0.0,1.1389200000000002,0.0,0.0523,0.0,0.0,0.0
1987,ecuador,0.0,0.0,0.2923,0.0,1.1533200000000001,0.0,0.0523,0.0,0.0,0.0
1988,ecuador,0.0,0.0,0.2923,0.0,1.1533200000000001,0.0,0.0523,0.0,0.0,0.0
1989,ecuador,0.0,0.0,0.2923,0.0,1.1533200000000001,0.0,0.0523,0.0,0.0,0.0
1990,ecuador,0.0,0.0,0.2923,0.0,1.1533200000000001,0.0,0.0523,0.0,0.0,0.0
1991,ecuador,0.0,0.0,0.2923,0.0,1.1533200000000001,0.0,0.0523,0.0,0.0,0.0
1992,ecuador,0.0,0.0,0.2923,0.0,1.1533200000000001,0.0,0.0523,0.0,0.0,0.0
1993,ecuador,0.0,0.0,0.2923,0.0,1.1533200000000001,0.0,0.0523,0.0,0.0,0.0
1994,ecuador,0.0,0.0,0.2923,0.0,1.1533200000000001,0.0,0.18530000000000002,0.0,0.0,0.0
1995,ecuador,0.0,0.0,0.2923,0.0,1.1533200000000001,0.0,0.18530000000000002,0.0,0.0,0.0
1996,ecuador,0.0,0.0,0.2923,0.0,1.1533200000000001,0.0,0.18530000000000002,0.0,0.0,0.0
1997,ecuador,0.0,0.0,0.2923,0.0,1.1533200000000001,0.0,0.18530000000000002,0.0,0.0,0.0
1998,ecuador,0.0,0.0,0.2923,0.0,1.1533200000000001,0.0,0.18530000000000002,0.0,0.0,0.0
1999,ecuador,0.0,0.0,0.4733,0.0,1.1533200000000001,0.0,0.18530000000000002,0.0,0.0,0.0
2000,ecuador,0.0,0.0,0.4733,0.0,1.1533200000000001,0.0,0.18530000000000002,0.0,0.0,0.0
2001,ecuador,0.0,0.0,0.4733,0.0,1.1533200000000001,0.0,0.18530000000000002,0.0,0.0,0.0
2002,ecuador,0.0,0.0,0.4733,0.0,1.1773200000000001,0.0,0.21962,0.0,0.0,0.0
2003,ecuador,0.0,0.0,0.32730000000000004,0.0,1.1773200000000001,0.0,0.21962,0.0,0.0,0.0
2004,ecuador,0.0,0.0,0.32730000000000004,0.0,1.1773200000000001,0.0,0.21962,0.0,0.0,0.0
2005,ecuador,0.0,0.0,0.32730000000000004,0.0,1.1773200000000001,0.0,0.21962,0.0,0.0,0.0
2006,ecuador,0.0,0.0,0.32730000000000004,0.0,1.1773200000000001,0.0,0.21962,0.0,0.0,0.0
2007,ecuador,0.0,0.0,0.32730000000000004,0.0,1.1923200000000003,0.0,0.21962,0.0,0.0,0.0
2008,ecuador,0.0,0.0,0.32730000000000004,0.0,1.1923200000000003,0.0,0.35212,0.0,0.0,0.0
2009,ecuador,0.0,0.0,0.32730000000000004,0.0,1.1923200000000003,0.0,0.35212,0.0,0.0,0.0
2010,ecuador,0.0,0.0,0.32730000000000004,0.0,2.69232,0.0,0.35212,0.0,0.0,0.0
2011,ecuador,0.0,0.0,0.2323,0.0,3.17932,0.0,0.37186,0.0,0.0,0.0
2012,ecuador,0.0,0.0,0.181,0.0,3.17932,0.0,0.37186,0.0,0.0,0.0
2013,ecuador,0.0,0.0,0.181,0.0,3.17932,0.0,0.37186,0.0,0.0,0.0
2014,ecuador,0.0,0.0,0.181,0.0,3.17932,0.0,0.46786,0.05,0.0,0.0
2015,ecuador,0.0,0.0,0.181,0.0,3.2543200000000003,0.0,0.46786,0.05,0.0,0.0
2016,ecuador,0.0,0.0,0.181,0.0,3.2543200000000003,0.0,0.46786,0.05,0.0,0.0
2017,ecuador,0.0,0.0,0.181,0.0,3.2543200000000003,0.0,0.46786,0.05,0.0,0.0
2018,ecuador,0.0,0.0,0.181,0.0,3.2543200000000003,0.0,0.46786,0.05,0.0,0.0
2019,ecuador,0.0,0.0,0.181,0.0,3.2543200000000003,0.0,0.46786,0.05,0.0,0.0
2020,ecuador,0.0,0.0,0.181,0.0,3.2543200000000003,0.0,0.46786,0.05,0.0,0.0
2021,ecuador,0.0,0.0,0.181,0.0,3.2543200000000003,0.0,0.46786,0.05,0.0,0.0
2022,ecuador,0.0,0.0,0.181,0.0,3.2543200000000003,0.0,0.46786,0.05,0.0,0.0
2023,ecuador,0.0,0.0,0.181,0.0,3.2543200000000003,0.0,0.46786,0.05,0.0,0.0
2024,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.46786,0.05,0.0,0.0
2025,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.41556,0.05,0.0,0.0
2026,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.41556,0.05,0.0,0.0
2027,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.41556,0.05,0.0,0.0
2028,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.41556,0.05,0.0,0.0
2029,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.41556,0.05,0.0,0.0
2030,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.41556,0.05,0.0,0.0
2031,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.41556,0.05,0.0,0.0
2032,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.41556,0.05,0.0,0.0
2033,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.41556,0.05,0.0,0.0
2034,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.28256000000000003,0.05,0.0,0.0
2035,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.28256000000000003,0.05,0.0,0.0
2036,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.28256000000000003,0.05,0.0,0.0
2037,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.28256000000000003,0.05,0.0,0.0
2038,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.28256000000000003,0.05,0.0,0.0
2039,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.28256000000000003,0.05,0.0,0.0
2040,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.28256000000000003,0.05,0.0,0.0
2041,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.28256000000000003,0.05,0.0,0.0
2042,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.24824000000000002,0.05,0.0,0.0
2043,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.24824000000000002,0.05,0.0,0.0
2044,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.24824000000000002,0.0,0.0,0.0
2045,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.24824000000000002,0.0,0.0,0.0
2046,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.24824000000000002,0.0,0.0,0.0
2047,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.24824000000000002,0.0,0.0,0.0
2048,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.11574,0.0,0.0,0.0
2049,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.11574,0.0,0.0,0.0
2050,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.11574,0.0,0.0,0.0
2051,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.096,0.0,0.0,0.0
2052,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.096,0.0,0.0,0.0
2053,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.096,0.0,0.0,0.0
2054,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.0,0.0,0.0,0.0
2055,ecuador,0.0,0.0,0.0,0.0,3.2543200000000003,0.0,0.0,0.0,0.0,0.0
1988,el_salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.324,0.0,0.0,0.0
1989,el_salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.324,0.0,0.0,0.0
1990,el_salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.324,0.0,0.0,0.0
1991,el_salvador,0.0,0.0,0.0,0.0,0.0197,0.0,0.324,0.0,0.0,0.0
1992,el_salvador,0.0,0.0,0.0,0.0,0.0197,0.0,0.324,0.0,0.0,0.0
1993,el_salvador,0.0,0.0,0.0,0.0,0.0197,0.0,0.324,0.0,0.0,0.0
1994,el_salvador,0.0,0.0,0.0,0.0,0.0197,0.0,0.324,0.0,0.0,0.0
1995,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
1996,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
1997,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
1998,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
1999,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
2000,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
2001,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
2002,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
2003,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
2004,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
2005,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
2006,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
2007,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
2008,el_salvador,0.0,0.0,0.0,0.0,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
2009,el_salvador,0.0,0.0,0.0,0.095,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
2010,el_salvador,0.0,0.0,0.0,0.095,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
2011,el_salvador,0.0,0.0,0.0,0.095,0.11910000000000001,0.0,0.324,0.0,0.0,0.0
2012,el_salvador,0.0,0.0,0.0,0.095,0.11910000000000001,0.0,0.324,0.01,0.0,0.0
2013,el_salvador,0.0,0.0,0.0,0.095,0.11910000000000001,0.0,0.324,0.028,0.0,0.0
2014,el_salvador,0.0,0.0,0.0,0.095,0.11910000000000001,0.0,0.324,0.134,0.0,0.0
2015,el_salvador,0.0,0.0,0.0,0.095,0.11910000000000001,0.0,0.324,0.134,0.0,0.0
2016,el_salvador,0.0,0.0,0.0,0.095,0.2891,0.0,0.324,0.134,0.0,0.0
2017,el_salvador,0.0,0.0,0.0,0.095,0.2891,0.0,0.324,0.169,0.0,0.0
2018,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.4752,0.27,0.0,0.0
2019,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.4752,0.27,0.0,0.0
2020,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.4752,0.27,0.0,0.0
2021,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.4752,0.27,0.0,0.0
2022,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.4752,0.27,0.0,0.0
2023,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.4752,0.27,0.0,0.0
2024,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.4752,0.27,0.0,0.0
2025,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.4752,0.27,0.0,0.0
2026,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.4752,0.27,0.0,0.0
2027,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.4752,0.27,0.0,0.0
2028,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.1512,0.27,0.0,0.0
2029,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.1512,0.27,0.0,0.0
2030,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.1512,0.27,0.0,0.0
2031,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.1512,0.27,0.0,0.0
2032,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.1512,0.27,0.0,0.0
2033,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.1512,0.27,0.0,0.0
2034,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.1512,0.27,0.0,0.0
2035,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.1512,0.27,0.0,0.0
2036,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.1512,0.27,0.0,0.0
2037,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.1512,0.27,0.0,0.0
2038,el_salvador,0.0,0.0,0.0,0.20400000000000001,0.4693,0.0,0.1512,0.27,0.0,0.0
2039,el_salvador,0.0,0.0,0.0,0.109,0.4693,0.0,0.1512,0.27,0.0,0.0
2040,el_salvador,0.0,0.0,0.0,0.109,0.4693,0.0,0.1512,0.27,0.0,0.0
2041,el_salvador,0.0,0.0,0.0,0.109,0.4693,0.0,0.1512,0.27,0.0,0.0
2042,el_salvador,0.0,0.0,0.0,0.109,0.4693,0.0,0.1512,0.26,0.0,0.0
2043,el_salvador,0.0,0.0,0.0,0.109,0.4693,0.0,0.1512,0.242,0.0,0.0
2044,el_salvador,0.0,0.0,0.0,0.109,0.4693,0.0,0.1512,0.136,0.0,0.0
2045,el_salvador,0.0,0.0,0.0,0.109,0.4693,0.0,0.1512,0.136,0.0,0.0
2046,el_salvador,0.0,0.0,0.0,0.109,0.4693,0.0,0.1512,0.136,0.0,0.0
2047,el_salvador,0.0,0.0,0.0,0.109,0.4693,0.0,0.1512,0.101,0.0,0.0
2048,el_salvador,0.0,0.0,0.0,0.0,0.4693,0.0,0.1512,0.0,0.0,0.0
2049,el_salvador,0.0,0.0,0.0,0.0,0.4693,0.0,0.1512,0.0,0.0,0.0
2050,el_salvador,0.0,0.0,0.0,0.0,0.4693,0.0,0.1512,0.0,0.0,0.0
2051,el_salvador,0.0,0.0,0.0,0.0,0.4693,0.0,0.1512,0.0,0.0,0.0
2052,el_salvador,0.0,0.0,0.0,0.0,0.4693,0.0,0.1512,0.0,0.0,0.0
2053,el_salvador,0.0,0.0,0.0,0.0,0.4693,0.0,0.1512,0.0,0.0,0.0
2054,el_salvador,0.0,0.0,0.0,0.0,0.4693,0.0,0.1512,0.0,0.0,0.0
2055,el_salvador,0.0,0.0,0.0,0.0,0.4693,0.0,0.1512,0.0,0.0,0.0
1920,guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
1921,guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
1922,guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
1923,guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
1924,guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
1925,guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
1926,guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
1927,guatemala,0.0,0.0,0.0,0.0,0.006,0.0,0.01,0.0,0.0,0.0
1928,guatemala,0.0,0.0,0.0,0.0,0.006,0.0,0.01,0.0,0.0,0.0
1929,guatemala,0.0,0.0,0.0,0.0,0.006,0.0,0.01,0.0,0.0,0.0
1930,guatemala,0.0,0.0,0.0,0.0,0.006,0.0,0.01,0.0,0.0,0.0
1931,guatemala,0.0,0.0,0.0,0.0,0.006,0.0,0.01,0.0,0.0,0.0
1932,guatemala,0.0,0.0,0.0,0.0,0.006,0.0,0.01,0.0,0.0,0.0
1933,guatemala,0.0,0.0,0.0,0.0,0.006,0.0,0.01,0.0,0.0,0.0
1934,guatemala,0.0,0.0,0.0,0.0,0.006,0.0,0.01,0.0,0.0,0.0
1935,guatemala,0.0,0.0,0.0,0.0,0.006,0.0,0.01,0.0,0.0,0.0
1936,guatemala,0.0,0.0,0.0,0.0,0.006,0.0,0.01,0.0,0.0,0.0
1937,guatemala,0.0,0.0,0.0,0.0,0.006,0.0,0.01,0.0,0.0,0.0
1938,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.01,0.0,0.0,0.0
1939,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.01,0.0,0.0,0.0
1940,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.01,0.0,0.0,0.0
1941,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.01,0.0,0.0,0.0
1942,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.01,0.0,0.0,0.0
1943,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.01,0.0,0.0,0.0
1944,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.01,0.0,0.0,0.0
1945,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1946,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1947,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1948,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1949,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1950,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1951,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1952,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1953,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1954,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1955,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1956,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1957,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1958,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1959,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1960,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1961,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1962,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1963,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1964,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1965,guatemala,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
1966,guatemala,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0
1967,guatemala,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0
1968,guatemala,0.0,0.0,0.0,0.0,0.0253,0.0,0.0,0.0,0.0,0.0
1969,guatemala,0.0,0.0,0.0,0.0,0.0253,0.0,0.0,0.0,0.0,0.0
1970,guatemala,0.0,0.0,0.0,0.0,0.0853,0.0,0.0,0.0,0.0,0.0
1971,guatemala,0.0,0.0,0.0,0.0,0.0853,0.0,0.0,0.0,0.0,0.0
1972,guatemala,0.0,0.0,0.0,0.0,0.0853,0.0,0.0,0.0,0.0,0.0
1973,guatemala,0.0,0.0,0.0,0.0,0.0853,0.0,0.0,0.0,0.0,0.0
1974,guatemala,0.0,0.0,0.0,0.0,0.0853,0.0,0.0,0.0,0.0,0.0
1975,guatemala,0.0,0.0,0.0,0.0,0.0853,0.0,0.0,0.0,0.0,0.0
1976,guatemala,0.0,0.0,0.0,0.0,0.0853,0.0,0.0,0.0,0.0,0.0
1977,guatemala,0.0,0.0,0.0,0.0,0.0853,0.0,0.0,0.0,0.0,0.0
1978,guatemala,0.0,0.0,0.0,0.0,0.0853,0.0,0.0,0.0,0.0,0.0
1979,guatemala,0.0,0.0,0.0,0.0,0.0853,0.0,0.0,0.0,0.0,0.0
1980,guatemala,0.0,0.0,0.0,0.0,0.0853,0.0,0.0,0.0,0.0,0.0
1981,guatemala,0.0,0.0,0.0,0.0,0.0853,0.0,0.0,0.0,0.0,0.0
1982,guatemala,0.0,0.0,0.0,0.0,0.1753,0.0,0.0,0.0,0.0,0.0
1983,guatemala,0.0,0.0,0.0,0.0,0.4753,0.0,0.0,0.0,0.0,0.0
1984,guatemala,0.0,0.0,0.0,0.0,0.4753,0.0,0.0,0.0,0.0,0.0
1985,guatemala,0.0,0.0,0.0,0.0,0.4753,0.0,0.0639,0.0,0.0,0.0
1986,guatemala,0.0,0.0,0.0,0.0,0.4753,0.0,0.0639,0.0,0.0,0.0
1987,guatemala,0.0,0.0,0.0,0.0,0.4753,0.0,0.0639,0.0,0.0,0.0
1988,guatemala,0.0,0.0,0.0,0.0,0.4753,0.0,0.0639,0.0,0.0,0.0
1989,guatemala,0.0,0.0,0.0,0.0,0.4753,0.0,0.0639,0.0,0.0,0.0
1990,guatemala,0.0,0.0,0.0,0.0,0.4788,0.0,0.0639,0.0,0.0,0.0
1991,guatemala,0.082,0.0,0.0,0.0,0.4788,0.0,0.0639,0.0,0.0,0.0
1992,guatemala,0.082,0.0,0.0,0.0,0.4788,0.0,0.0639,0.0,0.0,0.0
1993,guatemala,0.082,0.0,0.0,0.0,0.4788,0.0,0.0639,0.0,0.0,0.0
1994,guatemala,0.2545,0.0,0.0,0.0,0.4788,0.0,0.0639,0.0,0.0,0.0
1995,guatemala,0.437,0.0,0.0,0.0,0.4888,0.0,0.1409,0.0,0.0,0.0
1996,guatemala,0.465,0.0,0.0,0.0,0.4888,0.0,0.1409,0.0,0.0,0.0
1997,guatemala,0.465,0.0,0.0,0.0,0.4888,0.0,0.2109,0.0,0.0,0.0
1998,guatemala,0.465,0.0,0.0,0.0,0.5053,0.0,0.3461,0.0,0.0,0.0
1999,guatemala,0.465,0.0,0.0,0.0286,0.5053,0.0,0.3461,0.0,0.0,0.0
2000,guatemala,0.465,0.139,0.0,0.0286,0.5181,0.0,0.47550000000000003,0.0,0.0,0.0
2001,guatemala,0.515,0.139,0.0,0.0286,0.5181,0.0,0.5105000000000001,0.0,0.0,0.0
2002,guatemala,0.515,0.139,0.0,0.0286,0.5730000000000001,0.0,0.5105000000000001,0.0,0.0,0.0
2003,guatemala,0.515,0.139,0.0,0.0286,0.6211,0.0,0.5263,0.0,0.0,0.0
