year,iso_code3,prodinit_ippu_cement_tonne,prodinit_ippu_chemicals_tonne,prodinit_ippu_electronics_tonne,prodinit_ippu_glass_tonne,prodinit_ippu_lime_and_carbonite_tonne,prodinit_ippu_metals_tonne,prodinit_ippu_mining_tonne,prodinit_ippu_paper_tonne,prodinit_ippu_plastic_tonne,prodinit_ippu_rubber_and_leather_tonne,prodinit_ippu_textiles_tonne
2036,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2037,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2038,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2039,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2040,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2041,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2042,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2043,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2044,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2045,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2046,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2047,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2048,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2049,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2050,CHL,4410000.0,1189132.8833831,448866.885514886,53419.4936248918,953376.141479304,15951232.6317812,411111566.732477,1520140.22823048,592513.087581214,41917.3698929504,179727.203966016
2010,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2011,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2012,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2013,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2014,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2015,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2016,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2017,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2018,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2019,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2020,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2021,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2022,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2023,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2024,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2025,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2026,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2027,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2028,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2029,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2030,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2031,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2032,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2033,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2034,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2035,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2036,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2037,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2038,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2039,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2040,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2041,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2042,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2043,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2044,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2045,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2046,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2047,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2048,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2049,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2050,CHN,182741630.4,44955043.9397673,72477197.4010643,3971470.8426917,4252922.71848802,156954401.287062,3447541891.57193,18693706.8214148,30311792.1462845,1923879.32426764,14844593.0183842
2010,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2011,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2012,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2013,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2014,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2015,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2016,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2017,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2018,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2019,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2020,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2021,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2022,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2023,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2024,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2025,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2026,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2027,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2028,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2029,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2030,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2031,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2032,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2033,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2034,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2035,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2036,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2037,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2038,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2039,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2040,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2041,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2042,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2043,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2044,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2045,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2046,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2047,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2048,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2049,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2050,CIV,6650833.562,89401.4896503718,35298.7909659048,4992.11157292864,1736.66897980009,270358.586405767,778449.929839489,167465.767216831,86331.169393447,20672.7315842217,21013.9847592513
2010,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2011,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2012,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2013,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2014,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2015,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2016,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2017,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2018,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2019,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2020,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2021,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2022,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2023,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2024,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2025,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2026,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2027,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2028,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2029,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2030,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2031,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2032,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2033,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2034,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2035,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2036,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2037,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2038,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2039,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2040,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2041,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2042,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2043,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2044,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2045,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2046,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2047,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2048,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2049,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2050,CMR,5840364.93,75981.808418796,36860.0050998141,12010.2930609309,51352.1554130785,389185.513805706,31421.714524643,155476.867561924,48665.5168192382,7511.66732082426,18667.2497000239
2010,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2011,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2012,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2013,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2014,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2015,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2016,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2017,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2018,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2019,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2020,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2021,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2022,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2023,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
2024,COD,4546260.133,69036.2917678665,15135.6798856251,3033.34558243355,1129435.58210843,1168163.07472242,30845706.1825622,43191.8874621239,28409.188775223,978.178276511065,7433.28333171016
